0	0	1.5	42.406	42.406	-37.7694	
0	2	1.5	44.9524	44.9524	-38.1222	
0	4	1.5	41.2403	41.2403	-45.4509	
0	6	1.5	37.5086	37.5086	-33.8898	
0	8	1.5	43.0717	43.0717	-35.9914	
0	10	1.5	50.2943	50.2943	-34.5604	
0	12	1.5	40.3295	40.3295	-37.1139	
0	14	1.5	46.0858	46.0858	-31.6609	
0	16	1.5	42.9657	42.9657	-37.1711	
0	18	1.5	46.3319	46.3319	-32.1796	
0	20	1.5	38.3468	38.3468	-38.5338	
0	22	1.5	42.4954	42.4954	-37.5426	
0	24	1.5	47.6183	47.6183	-43.2543	
0	26	1.5	45.7282	45.7282	-33.4004	
0	28	1.5	44.8554	44.8554	-37.693	
0	30	1.5	42.1061	42.1061	-36.5837	
0	32	1.5	46.4663	46.4663	-38.9048	
0	34	1.5	42.5183	42.5183	-38.1462	
0	36	1.5	40.9671	40.9671	-38.6977	
0	38	1.5	44.3531	44.3531	-36.7401	
0	40	1.5	48.6975	48.6975	-37.3355	
0	42	1.5	40.7391	40.7391	-41.5624	
0	44	1.5	39.1618	39.1618	-32.8738	
0	46	1.5	40.9485	40.9485	-38.1026	
0	48	1.5	51.6685	51.6685	-32.3437	
0	50	1.5	45.9746	45.9746	-39.0188	
0	52	1.5	51.5084	51.5084	-35.6924	
0	54	1.5	38.5796	38.5796	-36.4676	
0	56	1.5	47.8824	47.8824	-37.6481	
0	58	1.5	55.2123	55.2123	-45.6199	
0	60	1.5	47.593	47.593	-45.5062	
0	62	1.5	38.9002	38.9002	-34.5433	
0	64	1.5	36.4867	36.4867	-30.5519	
0	66	1.5	48.5644	48.5644	-33.8976	
0	68	1.5	46.0315	46.0315	-30.258	
0	70	1.5	51.1154	51.1154	-31.7076	
0	72	1.5	45.7295	45.7295	-42.7047	
0	74	1.5	52.5866	52.5866	-43.9437	
0	76	1.5	47.5425	47.5425	-40.6249	
0	78	1.5	49.5043	49.5043	-35.7843	
0	80	1.5	39.8016	39.8016	-33.3738	
0	82	1.5	40.2407	40.2407	-37.1353	
0	84	1.5	52.7429	52.7429	-34.9203	
0	86	1.5	46.7129	46.7129	-30.6803	
0	88	1.5	50.1063	50.1063	-40.8944	
0	90	1.5	54.4116	54.4116	-32.0612	
0	92	1.5	49.1842	49.1842	-36.8874	
0	94	1.5	45.1582	45.1582	-33.2122	
0	96	1.5	41.1262	41.1262	-41.5895	
0	98	1.5	45.4481	45.4481	-39.8014	
0	100	1.5	44.1036	44.1036	-48.1526	
7	0	1.5	41.1535	41.1535	-37.0855	
7	2	1.5	40.1227	40.1227	-39.4993	
7	4	1.5	41.3053	41.3053	-41.6809	
7	6	1.5	43.29	43.29	-39.7737	
7	8	1.5	39.2675	39.2675	-43.3565	
7	10	1.5	46.4548	46.4548	-37.036	
7	12	1.5	44.4942	44.4942	-39.2141	
7	14	1.5	44.9731	44.9731	-40.7619	
7	16	1.5	40.7607	40.7607	-31.0059	
7	18	1.5	46.7109	46.7109	-39.5032	
7	20	1.5	43.8301	43.8301	-41.2921	
7	22	1.5	47.4563	47.4563	-43.0653	
7	24	1.5	44.7737	44.7737	-38.8674	
7	26	1.5	46.3937	46.3937	-38.7868	
7	28	1.5	43.8772	43.8772	-41.862	
7	30	1.5	44.0222	44.0222	-41.2747	
7	32	1.5	41.9657	41.9657	-37.623	
7	34	1.5	46.6996	46.6996	-28.0646	
7	36	1.5	46.7061	46.7061	-34.4412	
7	38	1.5	46.9612	46.9612	-34.8973	
7	40	1.5	46.6581	46.6581	-33.1494	
