Time	direction	frame	subF	slot	1stSym	nSymbol	cellId	rnti	tbSize	mcs	rv	SINR(dB)	corrupt	TBler	bwpId
0.103571	DL	10	3	1	1	1	1	1	323	0	0	17.6482	0	0	0
0.107964	UL	10	7	1	12	1	1	1	323	0	0	-20.7856	1	1	0
0.107964	UL	10	7	1	12	1	1	1	323	0	0	-20.7856	1	1	0
0.110464	UL	11	0	0	12	1	1	1	323	0	1	-20.7017	1	1	0
0.110464	UL	11	0	0	12	1	1	1	323	0	1	-20.7017	1	1	0
0.112964	UL	11	2	1	12	1	1	1	323	0	2	-20.4833	1	1	0
0.112964	UL	11	2	1	12	1	1	1	323	0	2	-20.4833	1	1	0
0.115464	UL	11	5	0	12	1	1	1	323	0	3	-20.4572	1	1	0
0.115464	UL	11	5	0	12	1	1	1	323	0	3	-20.4572	1	1	0
3.10357	DL	310	3	1	1	1	1	1	323	0	0	22.6332	0	0	0
3.10796	UL	310	7	1	12	1	1	1	323	0	0	-15.0021	1	1	0
3.10796	UL	310	7	1	12	1	1	1	323	0	0	-15.0021	1	1	0
3.11046	UL	311	0	0	12	1	1	1	323	0	1	-14.677	1	1	0
3.11046	UL	311	0	0	12	1	1	1	323	0	1	-14.677	1	1	0
3.11296	UL	311	2	1	12	1	1	1	323	0	2	-14.3257	1	1	0
3.11296	UL	311	2	1	12	1	1	1	323	0	2	-14.3257	1	1	0
3.11546	UL	311	5	0	12	1	1	1	323	0	3	-14.3833	1	1	0
3.11546	UL	311	5	0	12	1	1	1	323	0	3	-14.3833	1	1	0
9.10357	DL	910	3	1	1	1	1	1	323	0	0	48.3828	0	0	0
9.10796	UL	910	7	1	12	1	1	1	323	0	0	10.2861	0	0	0
9.10796	UL	910	7	1	12	1	1	1	323	0	0	10.2861	0	0	0
9.21357	DL	921	3	1	1	1	1	1	7574	28	0	47.5454	0	0	0
9.21407	DL	921	4	0	1	1	1	1	7574	28	0	47.6462	0	0	0
9.21457	DL	921	4	1	1	1	1	1	7574	28	0	47.6265	0	0	0
9.21507	DL	921	5	0	1	1	1	1	7574	28	0	47.6915	0	0	0
9.21557	DL	921	5	1	1	1	1	1	7574	28	0	47.7104	0	0	0
9.21607	DL	921	6	0	1	1	1	1	7574	28	0	47.7777	0	0	0
9.21657	DL	921	6	1	1	1	1	1	7574	28	0	47.7792	0	0	0
9.21707	DL	921	7	0	1	1	1	1	7574	28	0	47.7834	0	0	0
9.21757	DL	921	7	1	1	1	1	1	7574	28	0	47.7817	0	0	0
9.21807	DL	921	8	0	1	1	1	1	7574	28	0	47.8269	0	0	0
9.21846	UL	921	8	0	12	1	1	1	1793	10	0	9.79791	0	0	0
9.21846	UL	921	8	0	12	1	1	1	1793	10	0	9.79791	0	0	0
9.22196	UL	922	1	1	12	1	1	1	1603	8	0	9.64506	0	0	0
9.22196	UL	922	1	1	12	1	1	1	1603	8	0	9.64506	0	0	0
9.22457	DL	922	4	1	1	1	1	1	7574	28	0	47.8599	0	0	0
9.22507	DL	922	5	0	1	1	1	1	7574	28	0	47.9951	0	0	0
9.22557	DL	922	5	1	1	1	1	1	7574	28	0	48.0429	0	0	0
9.22607	DL	922	6	0	1	1	1	1	7574	28	0	47.96	0	0	0
9.22657	DL	922	6	1	1	1	1	1	7574	28	0	47.8668	0	0	0
9.22707	DL	922	7	0	1	1	1	1	7574	28	0	47.9363	0	0	0
9.22757	DL	922	7	1	1	1	1	1	7574	28	0	47.9434	0	0	0
9.22807	DL	922	8	0	1	1	1	1	7574	28	0	47.9404	0	0	0
9.22857	DL	922	8	1	1	1	1	1	7574	28	0	47.8735	0	0	0
9.22896	UL	922	8	1	12	1	1	1	1603	8	0	9.97267	0	0	0
9.22896	UL	922	8	1	12	1	1	1	1603	8	0	9.97267	0	0	0
9.22907	DL	922	9	0	1	1	1	1	7574	28	0	47.9809	0	0	0
9.22957	DL	922	9	1	1	1	1	1	7574	28	0	48.0183	0	0	0
9.23007	DL	923	0	0	1	1	1	1	7574	28	0	47.9534	0	0	0
9.23057	DL	923	0	1	1	1	1	1	7574	28	0	48.0057	0	0	0
9.23246	UL	923	2	0	12	1	1	1	1603	8	0	10.0249	0	0	0
9.23246	UL	923	2	0	12	1	1	1	1603	8	0	10.0249	0	0	0
9.23507	DL	923	5	0	1	1	1	1	7574	28	0	47.9553	0	0	0
9.23557	DL	923	5	1	1	1	1	1	7574	28	0	47.8991	0	0	0
9.23607	DL	923	6	0	1	1	1	1	7574	28	0	47.844	0	0	0
9.23657	DL	923	6	1	1	1	1	1	7574	28	0	47.9167	0	0	0
9.23707	DL	923	7	0	1	1	1	1	7574	28	0	47.8574	0	0	0
9.23757	DL	923	7	1	1	1	1	1	7574	28	0	47.8175	0	0	0
9.23807	DL	923	8	0	1	1	1	1	7574	28	0	47.7432	0	0	0
9.23857	DL	923	8	1	1	1	1	1	7574	28	0	47.8391	0	0	0
9.23907	DL	923	9	0	1	1	1	1	7574	28	0	47.8488	0	0	0
9.23946	UL	923	9	0	12	1	1	1	1793	10	0	9.79524	0	0	0
9.23946	UL	923	9	0	12	1	1	1	1793	10	0	9.79524	0	0	0
9.23957	DL	923	9	1	1	1	1	1	7574	28	0	47.781	0	0	0
9.24007	DL	924	0	0	1	1	1	1	7574	28	0	47.7435	0	0	0
9.24057	DL	924	0	1	1	1	1	1	7574	28	0	47.6832	0	0	0
9.24107	DL	924	1	0	1	1	1	1	7574	28	0	47.7525	0	0	0
9.24157	DL	924	1	1	1	1	1	1	7574	28	0	47.8068	0	0	0
9.24207	DL	924	2	0	1	1	1	1	7574	28	0	47.6969	0	0	0
9.24257	DL	924	2	1	1	1	1	1	7574	28	0	47.747	0	0	0
9.24296	UL	924	2	1	12	1	1	1	1603	8	0	9.7868	0	0	0
9.24296	UL	924	2	1	12	1	1	1	1603	8	0	9.7868	0	0	0
9.24307	DL	924	3	0	1	1	1	1	7574	28	0	47.8017	0	0	0
9.24357	DL	924	3	1	1	1	1	1	7574	28	0	47.7493	0	0	0
9.24407	DL	924	4	0	1	1	1	1	7574	28	0	47.8056	0	0	0
9.24457	DL	924	4	1	1	1	1	1	7574	28	0	47.8016	0	0	0
9.24557	DL	924	5	1	1	1	1	1	7574	28	0	47.7916	0	0	0
9.24596	UL	924	5	1	12	1	1	1	1603	8	0	9.86924	0	0	0
9.24596	UL	924	5	1	12	1	1	1	1603	8	0	9.86924	0	0	0
9.24607	DL	924	6	0	1	1	1	1	7574	28	0	47.8825	0	0	0
9.24657	DL	924	6	1	1	1	1	1	7574	28	0	47.9174	0	0	0
9.24707	DL	924	7	0	1	1	1	1	7574	28	0	48.0269	0	0	0
9.24757	DL	924	7	1	1	1	1	1	7574	28	0	48.1071	0	0	0
9.24807	DL	924	8	0	1	1	1	1	7574	28	0	47.9936	0	0	0
9.24857	DL	924	8	1	1	1	1	1	7574	28	0	47.9629	0	0	0
9.24896	UL	924	8	1	12	1	1	1	1603	8	0	9.95208	0	0	0
9.24896	UL	924	8	1	12	1	1	1	1603	8	0	9.95208	0	0	0
9.24907	DL	924	9	0	1	1	1	1	7574	28	0	47.9085	0	0	0
9.24957	DL	924	9	1	1	1	1	1	7574	28	0	47.7853	0	0	0
9.25007	DL	925	0	0	1	1	1	1	7574	28	0	47.9024	0	0	0
9.25057	DL	925	0	1	1	1	1	1	7574	28	0	47.913	0	0	0
9.25107	DL	925	1	0	1	1	1	1	7574	28	0	47.8119	0	0	0
9.25157	DL	925	1	1	1	1	1	1	7574	28	0	47.8023	0	0	0
9.25196	UL	925	1	1	12	1	1	1	1603	8	0	9.87733	0	0	0
9.25196	UL	925	1	1	12	1	1	1	1603	8	0	9.87733	0	0	0
9.25207	DL	925	2	0	1	1	1	1	7574	28	0	47.8896	0	0	0
9.25257	DL	925	2	1	1	1	1	1	7574	28	0	48.0072	0	0	0
9.25307	DL	925	3	0	1	1	1	1	7574	28	0	47.8969	0	0	0
9.25357	DL	925	3	1	1	1	1	1	7574	28	0	47.8945	0	0	0
9.25407	DL	925	4	0	1	1	1	1	7574	28	0	47.8061	0	0	0
9.25457	DL	925	4	1	1	1	1	1	7574	28	0	47.6373	0	0	0
9.25496	UL	925	4	1	12	1	1	1	1603	8	0	9.66396	0	0	0
9.25496	UL	925	4	1	12	1	1	1	1603	8	0	9.66396	0	0	0
9.25507	DL	925	5	0	1	1	1	1	7574	28	0	47.6678	0	0	0
9.25557	DL	925	5	1	1	1	1	1	7574	28	0	47.7367	0	0	0
9.25607	DL	925	6	0	1	1	1	1	7574	28	0	47.714	0	0	0
9.25657	DL	925	6	1	1	1	1	1	7574	28	0	47.7326	0	0	0
9.25707	DL	925	7	0	1	1	1	1	7574	28	0	47.6783	0	0	0
9.25757	DL	925	7	1	1	1	1	1	7574	28	0	47.7179	0	0	0
9.25796	UL	925	7	1	12	1	1	1	1603	8	0	9.72614	0	0	0
9.25796	UL	925	7	1	12	1	1	1	1603	8	0	9.72614	0	0	0
9.25807	DL	925	8	0	1	1	1	1	7574	28	0	47.7601	0	0	0
9.25857	DL	925	8	1	1	1	1	1	7574	28	0	47.7861	0	0	0
9.25907	DL	925	9	0	1	1	1	1	7574	28	0	47.9152	0	0	0
9.25957	DL	925	9	1	1	1	1	1	7574	28	0	47.8627	0	0	0
9.26007	DL	926	0	0	1	1	1	1	7574	28	0	47.9711	0	0	0
9.26057	DL	926	0	1	1	1	1	1	7574	28	0	47.9743	0	0	0
9.26107	DL	926	1	0	1	1	1	1	7574	28	0	48.0183	0	0	0
9.26146	UL	926	1	0	12	1	1	1	1603	8	0	9.90161	0	0	0
9.26146	UL	926	1	0	12	1	1	1	1603	8	0	9.90161	0	0	0
9.26157	DL	926	1	1	1	1	1	1	7574	28	0	47.9154	0	0	0
9.26207	DL	926	2	0	1	1	1	1	7574	28	0	47.7434	0	0	0
9.26257	DL	926	2	1	1	1	1	1	7574	28	0	47.8723	0	0	0
9.26307	DL	926	3	0	1	1	1	1	7574	28	0	47.733	0	0	0
9.26357	DL	926	3	1	1	1	1	1	7574	28	0	47.6913	0	0	0
9.26407	DL	926	4	0	1	1	1	1	7574	28	0	47.6245	0	0	0
9.26446	UL	926	4	0	12	1	1	1	1603	8	0	9.61306	0	0	0
9.26446	UL	926	4	0	12	1	1	1	1603	8	0	9.61306	0	0	0
9.26457	DL	926	4	1	1	1	1	1	7574	28	0	47.6598	0	0	0
9.26507	DL	926	5	0	1	1	1	1	7574	28	0	47.7522	0	0	0
9.26557	DL	926	5	1	1	1	1	1	7574	28	0	47.7802	0	0	0
9.26607	DL	926	6	0	1	1	1	1	7574	28	0	47.7938	0	0	0
9.26657	DL	926	6	1	1	1	1	1	7574	28	0	47.8371	0	0	0
9.26707	DL	926	7	0	1	1	1	1	7574	28	0	47.9194	0	0	0
9.26746	UL	926	7	0	12	1	1	1	1603	8	0	9.86902	0	0	0
9.26746	UL	926	7	0	12	1	1	1	1603	8	0	9.86902	0	0	0
9.26757	DL	926	7	1	1	1	1	1	7574	28	0	47.8669	0	0	0
9.26807	DL	926	8	0	1	1	1	1	7574	28	0	47.9931	0	0	0
9.26857	DL	926	8	1	1	1	1	1	7574	28	0	48.0006	0	0	0
9.26907	DL	926	9	0	1	1	1	1	7574	28	0	47.9389	0	0	0
9.26957	DL	926	9	1	1	1	1	1	7574	28	0	48.035	0	0	0
9.27007	DL	927	0	0	1	1	1	1	7574	28	0	47.8964	0	0	0
9.27057	DL	927	0	1	1	1	1	1	7574	28	0	47.9037	0	0	0
9.27096	UL	927	0	1	12	1	1	1	1603	8	0	9.97301	0	0	0
9.27096	UL	927	0	1	12	1	1	1	1603	8	0	9.97301	0	0	0
9.27107	DL	927	1	0	1	1	1	1	7574	28	0	47.974	0	0	0
9.27157	DL	927	1	1	1	1	1	1	7574	28	0	47.9189	0	0	0
9.27207	DL	927	2	0	1	1	1	1	7574	28	0	47.895	0	0	0
9.27257	DL	927	2	1	1	1	1	1	7574	28	0	47.9854	0	0	0
9.27307	DL	927	3	0	1	1	1	1	7574	28	0	48.0496	0	0	0
9.27357	DL	927	3	1	1	1	1	1	7574	28	0	48.0341	0	0	0
9.27396	UL	927	3	1	12	1	1	1	1603	8	0	10.0713	0	0	0
9.27396	UL	927	3	1	12	1	1	1	1603	8	0	10.0713	0	0	0
9.27407	DL	927	4	0	1	1	1	1	7574	28	0	48.1622	0	0	0
9.27457	DL	927	4	1	1	1	1	1	7574	28	0	48.1046	0	0	0
9.27507	DL	927	5	0	1	1	1	1	7574	28	0	47.9828	0	0	0
9.27557	DL	927	5	1	1	1	1	1	7574	28	0	47.8168	0	0	0
9.27607	DL	927	6	0	1	1	1	1	7574	28	0	47.7884	0	0	0
9.27657	DL	927	6	1	1	1	1	1	7574	28	0	47.6782	0	0	0
9.27696	UL	927	6	1	12	1	1	1	1793	10	0	9.68778	0	0	0
9.27696	UL	927	6	1	12	1	1	1	1793	10	0	9.68778	0	0	0
9.27707	DL	927	7	0	1	1	1	1	7574	28	0	47.6935	0	0	0
9.27757	DL	927	7	1	1	1	1	1	7574	28	0	47.7308	0	0	0
9.27807	DL	927	8	0	1	1	1	1	7574	28	0	47.6878	0	0	0
9.27857	DL	927	8	1	1	1	1	1	7574	28	0	47.5982	0	0	0
9.27907	DL	927	9	0	1	1	1	1	7574	28	0	47.5706	0	0	0
9.27957	DL	927	9	1	1	1	1	1	7574	28	0	47.6307	0	0	0
9.28007	DL	928	0	0	1	1	1	1	7574	28	0	47.6707	0	0	0
9.28046	UL	928	0	0	12	1	1	1	1603	8	0	9.61799	0	0	0
9.28046	UL	928	0	0	12	1	1	1	1603	8	0	9.61799	0	0	0
9.28057	DL	928	0	1	1	1	1	1	7574	28	0	47.5685	0	0	0
9.28107	DL	928	1	0	1	1	1	1	7574	28	0	47.5437	0	0	0
9.28157	DL	928	1	1	1	1	1	1	7574	28	0	47.5361	0	0	0
9.28207	DL	928	2	0	1	1	1	1	7574	28	0	47.389	0	0	0
9.28257	DL	928	2	1	1	1	1	1	7574	28	0	47.2944	0	0	0
9.28307	DL	928	3	0	1	1	1	1	7574	28	0	47.2941	0	0	0
9.28346	UL	928	3	0	12	1	1	1	1603	8	0	9.24683	0	0	0
9.28346	UL	928	3	0	12	1	1	1	1603	8	0	9.24683	0	0	0
9.28357	DL	928	3	1	1	1	1	1	7574	28	0	47.3133	0	0	0
9.28407	DL	928	4	0	1	1	1	1	7574	28	0	47.283	0	0	0
9.28457	DL	928	4	1	1	1	1	1	7574	28	0	47.2694	0	0	0
9.28507	DL	928	5	0	1	1	1	1	7574	28	0	47.2234	0	0	0
9.28557	DL	928	5	1	1	1	1	1	7574	28	0	47.1011	0	0	0
9.28607	DL	928	6	0	1	1	1	1	7574	28	0	47.1285	0	0	0
9.28657	DL	928	6	1	1	1	1	1	7574	28	0	47.1901	0	0	0
9.28696	UL	928	6	1	12	1	1	1	1603	8	0	9.17645	0	0	0
9.28696	UL	928	6	1	12	1	1	1	1603	8	0	9.17645	0	0	0
9.28707	DL	928	7	0	1	1	1	1	7574	28	0	47.1634	0	0	0
9.28757	DL	928	7	1	1	1	1	1	7574	28	0	47.2614	0	0	0
9.28807	DL	928	8	0	1	1	1	1	7574	28	0	47.2541	0	0	0
9.28857	DL	928	8	1	1	1	1	1	7574	28	0	47.3798	0	0	0
9.28907	DL	928	9	0	1	1	1	1	7574	28	0	47.3276	0	0	0
9.28957	DL	928	9	1	1	1	1	1	7574	28	0	47.4167	0	0	0
9.28996	UL	928	9	1	12	1	1	1	1385	7	0	9.32411	0	0	0
9.28996	UL	928	9	1	12	1	1	1	1385	7	0	9.32411	0	0	0
9.29007	DL	929	0	0	1	1	1	1	7574	28	0	47.3766	0	0	0
9.29057	DL	929	0	1	1	1	1	1	7574	28	0	47.3487	0	0	0
9.29107	DL	929	1	0	1	1	1	1	7574	28	0	47.4082	0	0	0
9.29157	DL	929	1	1	1	1	1	1	7574	28	0	47.3797	0	0	0
9.29207	DL	929	2	0	1	1	1	1	7574	28	0	47.4032	0	0	0
9.29257	DL	929	2	1	1	1	1	1	7574	28	0	47.4487	0	0	0
9.29296	UL	929	2	1	12	1	1	1	1603	8	0	9.39966	0	0	0
9.29296	UL	929	2	1	12	1	1	1	1603	8	0	9.39966	0	0	0
9.29307	DL	929	3	0	1	1	1	1	7574	28	0	47.3988	0	0	0
9.29357	DL	929	3	1	1	1	1	1	7574	28	0	47.3643	0	0	0
9.29407	DL	929	4	0	1	1	1	1	7574	28	0	47.4017	0	0	0
9.29457	DL	929	4	1	1	1	1	1	7574	28	0	47.3771	0	0	0
9.29507	DL	929	5	0	1	1	1	1	7574	28	0	47.2477	0	0	0
9.29557	DL	929	5	1	1	1	1	1	7574	28	0	47.3613	0	0	0
9.29607	DL	929	6	0	1	1	1	1	7574	28	0	47.3289	0	0	0
9.29646	UL	929	6	0	12	1	1	1	1603	8	0	9.30181	0	0	0
9.29646	UL	929	6	0	12	1	1	1	1603	8	0	9.30181	0	0	0
9.29657	DL	929	6	1	1	1	1	1	7574	28	0	47.2916	0	0	0
9.29707	DL	929	7	0	1	1	1	1	7574	28	0	47.2681	0	0	0
9.29757	DL	929	7	1	1	1	1	1	7574	28	0	47.1867	0	0	0
9.29807	DL	929	8	0	1	1	1	1	7574	28	0	47.2315	0	0	0
9.29857	DL	929	8	1	1	1	1	1	7574	28	0	47.1859	0	0	0
9.29907	DL	929	9	0	1	1	1	1	7574	28	0	47.1862	0	0	0
9.29946	UL	929	9	0	12	1	1	1	1603	8	0	9.14581	0	0	0
9.29946	UL	929	9	0	12	1	1	1	1603	8	0	9.14581	0	0	0
9.29957	DL	929	9	1	1	1	1	1	7574	28	0	47.1258	0	0	0
9.30007	DL	930	0	0	1	1	1	1	7574	28	0	47.1308	0	0	0
9.30057	DL	930	0	1	1	1	1	1	7574	28	0	47.1927	0	0	0
9.30107	DL	930	1	0	1	1	1	1	7574	28	0	47.1912	0	0	0
9.30157	DL	930	1	1	1	1	1	1	7574	28	0	47.159	0	0	0
9.30207	DL	930	2	0	1	1	1	1	7574	28	0	47.0142	0	0	0
9.30257	DL	930	2	1	1	1	1	1	7574	28	0	46.9584	0	0	0
9.30296	UL	930	2	1	12	1	1	1	1385	7	0	8.94835	0	0	0
9.30296	UL	930	2	1	12	1	1	1	1385	7	0	8.94835	0	0	0
9.30307	DL	930	3	0	1	1	1	1	7574	28	0	46.9231	0	0	0
9.30357	DL	930	3	1	1	1	1	1	7574	28	0	46.9541	0	0	0
9.30407	DL	930	4	0	1	1	1	1	7574	28	0	47.0122	0	0	0
9.30457	DL	930	4	1	1	1	1	1	7574	28	0	46.9825	0	0	0
9.30507	DL	930	5	0	1	1	1	1	7574	28	0	47.0125	0	0	0
9.30557	DL	930	5	1	1	1	1	1	7574	28	0	47.0722	0	0	0
9.30596	UL	930	5	1	12	1	1	1	1385	7	0	9.13121	0	0	0
9.30596	UL	930	5	1	12	1	1	1	1385	7	0	9.13121	0	0	0
9.30607	DL	930	6	0	1	1	1	1	7574	28	0	47.1212	0	0	0
9.30657	DL	930	6	1	1	1	1	1	7574	28	0	46.9682	0	0	0
9.30707	DL	930	7	0	1	1	1	1	7574	28	0	47.0215	0	0	0
9.30757	DL	930	7	1	1	1	1	1	7574	28	0	47.0058	0	0	0
9.30807	DL	930	8	0	1	1	1	1	7574	28	0	47.0356	0	0	0
9.30857	DL	930	8	1	1	1	1	1	7574	28	0	47.0916	0	0	0
9.30896	UL	930	8	1	12	1	1	1	1385	7	0	9.07209	0	0	0
9.30896	UL	930	8	1	12	1	1	1	1385	7	0	9.07209	0	0	0
9.30907	DL	930	9	0	1	1	1	1	7574	28	0	47.0333	0	0	0
9.30957	DL	930	9	1	1	1	1	1	7574	28	0	46.9122	0	0	0
9.31007	DL	931	0	0	1	1	1	1	7574	28	0	46.9274	0	0	0
9.31057	DL	931	0	1	1	1	1	1	7574	28	0	46.9719	0	0	0
9.31107	DL	931	1	0	1	1	1	1	7574	28	0	46.9131	0	0	0
9.31157	DL	931	1	1	1	1	1	1	7574	28	0	46.9328	0	0	0
9.31207	DL	931	2	0	1	1	1	1	7574	28	0	46.9248	0	0	0
9.31246	UL	931	2	0	12	1	1	1	1385	7	0	8.99203	0	0	0
9.31246	UL	931	2	0	12	1	1	1	1385	7	0	8.99203	0	0	0
9.31257	DL	931	2	1	1	1	1	1	7574	28	0	46.9716	0	0	0
9.31307	DL	931	3	0	1	1	1	1	7574	28	0	47.0559	0	0	0
9.31357	DL	931	3	1	1	1	1	1	7574	28	0	47.1226	0	0	0
9.31407	DL	931	4	0	1	1	1	1	7574	28	0	47.1455	0	0	0
9.31457	DL	931	4	1	1	1	1	1	7574	28	0	47.0954	0	0	0
9.31507	DL	931	5	0	1	1	1	1	7574	28	0	46.9689	0	0	0
9.31546	UL	931	5	0	12	1	1	1	1385	7	0	8.9077	0	0	0
9.31546	UL	931	5	0	12	1	1	1	1385	7	0	8.9077	0	0	0
9.31557	DL	931	5	1	1	1	1	1	7574	28	0	46.9376	0	0	0
9.31607	DL	931	6	0	1	1	1	1	7574	28	0	46.9205	0	0	0
9.31657	DL	931	6	1	1	1	1	1	7574	28	0	46.973	0	0	0
9.31707	DL	931	7	0	1	1	1	1	7574	28	0	46.9389	0	0	0
9.31757	DL	931	7	1	1	1	1	1	7574	28	0	47.0862	0	0	0
9.31807	DL	931	8	0	1	1	1	1	7574	28	0	47.1448	0	0	0
9.31846	UL	931	8	0	12	1	1	1	1385	7	0	9.14347	0	0	0
9.31846	UL	931	8	0	12	1	1	1	1385	7	0	9.14347	0	0	0
9.31857	DL	931	8	1	1	1	1	1	7574	28	0	47.1577	0	0	0
9.31907	DL	931	9	0	1	1	1	1	7574	28	0	47.2211	0	0	0
9.31957	DL	931	9	1	1	1	1	1	7574	28	0	47.2486	0	0	0
9.32007	DL	932	0	0	1	1	1	1	7574	28	0	47.2725	0	0	0
9.32057	DL	932	0	1	1	1	1	1	7574	28	0	47.0814	0	0	0
9.32107	DL	932	1	0	1	1	1	1	7574	28	0	47.0684	0	0	0
9.32157	DL	932	1	1	1	1	1	1	7574	28	0	46.9559	0	0	0
9.32196	UL	932	1	1	12	1	1	1	1385	7	0	8.93152	0	0	0
9.32196	UL	932	1	1	12	1	1	1	1385	7	0	8.93152	0	0	0
9.32207	DL	932	2	0	1	1	1	1	7574	28	0	46.9224	0	0	0
9.32257	DL	932	2	1	1	1	1	1	7574	28	0	46.9179	0	0	0
9.32307	DL	932	3	0	1	1	1	1	7574	28	0	46.8751	0	0	0
9.32357	DL	932	3	1	1	1	1	1	7574	28	0	47.0336	0	0	0
9.32407	DL	932	4	0	1	1	1	1	7574	28	0	47.0314	0	0	0
9.32457	DL	932	4	1	1	1	1	1	7574	28	0	46.9572	0	0	0
9.32496	UL	932	4	1	12	1	1	1	1385	7	0	8.91466	0	0	0
9.32496	UL	932	4	1	12	1	1	1	1385	7	0	8.91466	0	0	0
9.32507	DL	932	5	0	1	1	1	1	7574	28	0	46.8991	0	0	0
9.32557	DL	932	5	1	1	1	1	1	7574	28	0	46.7928	0	0	0
9.32607	DL	932	6	0	1	1	1	1	7574	28	0	46.7987	0	0	0
9.32657	DL	932	6	1	1	1	1	1	7574	28	0	46.775	0	0	0
9.32707	DL	932	7	0	1	1	1	1	7574	28	0	46.8128	0	0	0
9.32757	DL	932	7	1	1	1	1	1	7574	28	0	46.7932	0	0	0
9.32807	DL	932	8	0	1	1	1	1	7574	28	0	46.8643	0	0	0
9.32846	UL	932	8	0	12	1	1	1	1385	7	0	8.83188	0	0	0
9.32846	UL	932	8	0	12	1	1	1	1385	7	0	8.83188	0	0	0
9.32857	DL	932	8	1	1	1	1	1	7574	28	0	46.8281	0	0	0
9.32907	DL	932	9	0	1	1	1	1	7574	28	0	46.8948	0	0	0
9.32957	DL	932	9	1	1	1	1	1	7574	28	0	46.9191	0	0	0
9.33007	DL	933	0	0	1	1	1	1	7574	28	0	47.0094	0	0	0
9.33057	DL	933	0	1	1	1	1	1	7574	28	0	46.9299	0	0	0
9.33107	DL	933	1	0	1	1	1	1	7574	28	0	47.0346	0	0	0
9.33146	UL	933	1	0	12	1	1	1	1385	7	0	8.97339	0	0	0
9.33146	UL	933	1	0	12	1	1	1	1385	7	0	8.97339	0	0	0
9.33157	DL	933	1	1	1	1	1	1	7574	28	0	46.9213	0	0	0
9.33207	DL	933	2	0	1	1	1	1	7574	28	0	46.8378	0	0	0
9.33257	DL	933	2	1	1	1	1	1	7574	28	0	46.9873	0	0	0
9.33307	DL	933	3	0	1	1	1	1	7574	28	0	46.9533	0	0	0
9.33357	DL	933	3	1	1	1	1	1	7574	28	0	46.9773	0	0	0
9.33407	DL	933	4	0	1	1	1	1	7574	28	0	46.9814	0	0	0
9.33446	UL	933	4	0	12	1	1	1	1385	7	0	8.95089	0	0	0
9.33446	UL	933	4	0	12	1	1	1	1385	7	0	8.95089	0	0	0
9.33457	DL	933	4	1	1	1	1	1	7574	28	0	46.9724	0	0	0
9.33507	DL	933	5	0	1	1	1	1	7574	28	0	46.9397	0	0	0
9.33557	DL	933	5	1	1	1	1	1	7574	28	0	46.9218	0	0	0
9.33607	DL	933	6	0	1	1	1	1	7574	28	0	46.9785	0	0	0
9.33657	DL	933	6	1	1	1	1	1	7574	28	0	47.0542	0	0	0
9.33707	DL	933	7	0	1	1	1	1	7574	28	0	47.0301	0	0	0
9.33757	DL	933	7	1	1	1	1	1	7574	28	0	46.9927	0	0	0
9.33796	UL	933	7	1	12	1	1	1	1385	7	0	9.03858	0	0	0
9.33796	UL	933	7	1	12	1	1	1	1385	7	0	9.03858	0	0	0
9.33807	DL	933	8	0	1	1	1	1	7574	28	0	47.0369	0	0	0
9.33857	DL	933	8	1	1	1	1	1	7574	28	0	46.9058	0	0	0
9.33907	DL	933	9	0	1	1	1	1	7574	28	0	46.8664	0	0	0
9.33957	DL	933	9	1	1	1	1	1	7574	28	0	46.8377	0	0	0
9.34007	DL	934	0	0	1	1	1	1	7574	28	0	46.8946	0	0	0
9.34057	DL	934	0	1	1	1	1	1	7574	28	0	46.8253	0	0	0
9.34096	UL	934	0	1	12	1	1	1	1385	7	0	8.83105	0	0	0
9.34096	UL	934	0	1	12	1	1	1	1385	7	0	8.83105	0	0	0
9.34107	DL	934	1	0	1	1	1	1	7574	28	0	46.8325	0	0	0
9.34157	DL	934	1	1	1	1	1	1	7574	28	0	46.8392	0	0	0
9.34207	DL	934	2	0	1	1	1	1	7574	28	0	46.8105	0	0	0
9.34257	DL	934	2	1	1	1	1	1	7574	28	0	46.8234	0	0	0
9.34307	DL	934	3	0	1	1	1	1	7574	28	0	46.8266	0	0	0
9.34357	DL	934	3	1	1	1	1	1	7574	28	0	46.6992	0	0	0
9.34396	UL	934	3	1	12	1	1	1	1385	7	0	8.82624	0	0	0
9.34396	UL	934	3	1	12	1	1	1	1385	7	0	8.82624	0	0	0
9.34407	DL	934	4	0	1	1	1	1	7574	28	0	46.8723	0	0	0
9.34457	DL	934	4	1	1	1	1	1	7574	28	0	46.8133	0	0	0
9.34507	DL	934	5	0	1	1	1	1	7574	28	0	46.8088	0	0	0
9.34557	DL	934	5	1	1	1	1	1	7574	28	0	46.966	0	0	0
9.34607	DL	934	6	0	1	1	1	1	7574	28	0	47.0577	0	0	0
9.34657	DL	934	6	1	1	1	1	1	7574	28	0	47.0908	0	0	0
9.34707	DL	934	7	0	1	1	1	1	7574	28	0	47.0848	0	0	0
9.34746	UL	934	7	0	12	1	1	1	1385	7	0	9.10336	0	0	0
9.34746	UL	934	7	0	12	1	1	1	1385	7	0	9.10336	0	0	0
9.34757	DL	934	7	1	1	1	1	1	7574	28	0	47.0775	0	0	0
9.34807	DL	934	8	0	1	1	1	1	7574	28	0	47.0732	0	0	0
