% time	cellId	IMSI	RNTI	rsrp	sinr	ComponentCarrierId
1.33621	1	4	3	2.63114e-12	5547.41	0
1.33721	1	1	2	8.25261e-13	1739.96	0
1.33721	1	2	4	2.63114e-12	5547.41	0
1.33721	1	3	1	2.63114e-12	5547.41	0
1.33721	1	4	3	2.63114e-12	5547.41	0
1.33821	1	1	2	8.25242e-13	1739.92	0
1.33821	1	2	4	2.63114e-12	5547.41	0
1.33821	1	3	1	2.63114e-12	5547.41	0
1.33821	1	4	3	2.63114e-12	5547.41	0
1.33921	1	1	2	8.25222e-13	1739.87	0
1.33921	1	2	4	2.63114e-12	5547.41	0
1.33921	1	3	1	2.63114e-12	5547.41	0
1.33921	1	4	3	2.63114e-12	5547.41	0
1.34021	1	1	2	8.25202e-13	1739.83	0
1.34021	1	2	4	2.63114e-12	5547.41	0
1.34021	1	3	1	2.63114e-12	5547.41	0
1.34021	1	4	3	2.63114e-12	5547.41	0
1.34121	1	1	2	8.25182e-13	1739.79	0
1.34121	1	2	4	2.63114e-12	5547.41	0
1.34121	1	3	1	2.63114e-12	5547.41	0
1.34121	1	4	3	2.63114e-12	5547.41	0
1.34221	1	1	2	8.25163e-13	1739.75	0
1.34221	1	2	4	2.63114e-12	5547.41	0
1.34221	1	3	1	2.63114e-12	5547.41	0
1.34221	1	4	3	2.63114e-12	5547.41	0
1.34321	1	1	2	8.25143e-13	1739.71	0
1.34321	1	2	4	2.63114e-12	5547.41	0
1.34321	1	3	1	2.63114e-12	5547.41	0
1.34321	1	4	3	2.63114e-12	5547.41	0
1.34421	1	1	2	8.25123e-13	1739.67	0
1.34421	1	2	4	2.63114e-12	5547.41	0
1.34421	1	3	1	2.63114e-12	5547.41	0
1.34421	1	4	3	2.63114e-12	5547.41	0
1.34521	1	1	2	8.25103e-13	1739.62	0
1.34521	1	2	4	2.63114e-12	5547.41	0
1.34521	1	3	1	2.63114e-12	5547.41	0
1.34521	1	4	3	2.63114e-12	5547.41	0
1.34621	1	1	2	8.25084e-13	1739.58	0
1.34621	1	2	4	2.63114e-12	5547.41	0
1.34621	1	3	1	2.63114e-12	5547.41	0
1.34621	1	4	3	2.63114e-12	5547.41	0
1.34721	1	1	2	8.25064e-13	1739.54	0
1.34721	1	2	4	2.63114e-12	5547.41	0
1.34721	1	3	1	2.63114e-12	5547.41	0
1.34721	1	4	3	2.63114e-12	5547.41	0
1.34821	1	1	2	8.25044e-13	1739.5	0
1.34821	1	2	4	2.63114e-12	5547.41	0
1.34821	1	3	1	2.63114e-12	5547.41	0
1.34821	1	4	3	2.63114e-12	5547.41	0
1.34921	1	1	2	8.25024e-13	1739.46	0
1.34921	1	2	4	2.63114e-12	5547.41	0
1.34921	1	3	1	2.63114e-12	5547.41	0
1.34921	1	4	3	2.63114e-12	5547.41	0
1.35021	1	1	2	8.25005e-13	1739.42	0
1.35021	1	2	4	2.63114e-12	5547.41	0
1.35021	1	3	1	2.63114e-12	5547.41	0
1.35021	1	4	3	2.63114e-12	5547.41	0
1.35121	1	1	2	8.24985e-13	1739.37	0
1.35121	1	2	4	2.63114e-12	5547.41	0
1.35121	1	3	1	2.63114e-12	5547.41	0
1.35121	1	4	3	2.63114e-12	5547.41	0
1.35221	1	1	2	8.24965e-13	1739.33	0
1.35221	1	2	4	2.63114e-12	5547.41	0
1.35221	1	3	1	2.63114e-12	5547.41	0
1.35221	1	4	3	2.63114e-12	5547.41	0
1.35321	1	1	2	8.24945e-13	1739.29	0
1.35321	1	2	4	2.63114e-12	5547.41	0
1.35321	1	3	1	2.63114e-12	5547.41	0
1.35321	1	4	3	2.63114e-12	5547.41	0
1.35421	1	1	2	8.24926e-13	1739.25	0
1.35421	1	2	4	2.63114e-12	5547.41	0
1.35421	1	3	1	2.63114e-12	5547.41	0
1.35421	1	4	3	2.63114e-12	5547.41	0
1.35521	1	1	2	8.24906e-13	1739.21	0
1.35521	1	2	4	2.63114e-12	5547.41	0
1.35521	1	3	1	2.63114e-12	5547.41	0
1.35521	1	4	3	2.63114e-12	5547.41	0
1.35621	1	1	2	8.24886e-13	1739.17	0
1.35621	1	2	4	2.63114e-12	5547.41	0
1.35621	1	3	1	2.63114e-12	5547.41	0
1.35621	1	4	3	2.63114e-12	5547.41	0
1.35721	1	1	2	8.24866e-13	1739.12	0
1.35721	1	2	4	2.63114e-12	5547.41	0
1.35721	1	3	1	2.63114e-12	5547.41	0
1.35721	1	4	3	2.63114e-12	5547.41	0
1.35821	1	1	2	8.24847e-13	1739.08	0
1.35821	1	2	4	2.63114e-12	5547.41	0
1.35821	1	3	1	2.63114e-12	5547.41	0
1.35821	1	4	3	2.63114e-12	5547.41	0
1.35921	1	1	2	8.24827e-13	1739.04	0
1.35921	1	2	4	2.63114e-12	5547.41	0
1.35921	1	3	1	2.63114e-12	5547.41	0
1.35921	1	4	3	2.63114e-12	5547.41	0
1.36021	1	1	2	8.24807e-13	1739	0
1.36021	1	2	4	2.63114e-12	5547.41	0
1.36021	1	3	1	2.63114e-12	5547.41	0
1.36021	1	4	3	2.63114e-12	5547.41	0
1.36121	1	1	2	8.24787e-13	1738.96	0
1.36121	1	2	4	2.63114e-12	5547.41	0
1.36121	1	3	1	2.63114e-12	5547.41	0
1.36121	1	4	3	2.63114e-12	5547.41	0
1.36221	1	1	2	8.24768e-13	1738.92	0
1.36221	1	2	4	2.63114e-12	5547.41	0
1.36221	1	3	1	2.63114e-12	5547.41	0
1.36221	1	4	3	2.63114e-12	5547.41	0
1.36321	1	1	2	8.24748e-13	1738.87	0
1.36321	1	2	4	2.63114e-12	5547.41	0
1.36321	1	3	1	2.63114e-12	5547.41	0
1.36321	1	4	3	2.63114e-12	5547.41	0
1.36421	1	1	2	8.24728e-13	1738.83	0
1.36421	1	2	4	2.63114e-12	5547.41	0
1.36421	1	3	1	2.63114e-12	5547.41	0
1.36421	1	4	3	2.63114e-12	5547.41	0
1.36521	1	1	2	8.24708e-13	1738.79	0
1.36521	1	2	4	2.63114e-12	5547.41	0
1.36521	1	3	1	2.63114e-12	5547.41	0
1.36521	1	4	3	2.63114e-12	5547.41	0
1.36621	1	1	2	8.24689e-13	1738.75	0
1.36621	1	2	4	2.63114e-12	5547.41	0
1.36621	1	3	1	2.63114e-12	5547.41	0
1.36621	1	4	3	2.63114e-12	5547.41	0
1.36721	1	1	2	8.24669e-13	1738.71	0
1.36721	1	2	4	2.63114e-12	5547.41	0
1.36721	1	3	1	2.63114e-12	5547.41	0
1.36721	1	4	3	2.63114e-12	5547.41	0
1.36821	1	1	2	8.24649e-13	1738.67	0
1.36821	1	2	4	2.63114e-12	5547.41	0
1.36821	1	3	1	2.63114e-12	5547.41	0
1.36821	1	4	3	2.63114e-12	5547.41	0
1.36921	1	1	2	8.24629e-13	1738.62	0
1.36921	1	2	4	2.63114e-12	5547.41	0
1.36921	1	3	1	2.63114e-12	5547.41	0
1.36921	1	4	3	2.63114e-12	5547.41	0
1.37021	1	1	2	8.2461e-13	1738.58	0
1.37021	1	2	4	2.63114e-12	5547.41	0
1.37021	1	3	1	2.63114e-12	5547.41	0
1.37021	1	4	3	2.63114e-12	5547.41	0
1.37121	1	1	2	8.2459e-13	1738.54	0
1.37121	1	2	4	2.63114e-12	5547.41	0
1.37121	1	3	1	2.63114e-12	5547.41	0
1.37121	1	4	3	2.63114e-12	5547.41	0
1.37221	1	1	2	8.2457e-13	1738.5	0
1.37221	1	2	4	2.63114e-12	5547.41	0
1.37221	1	3	1	2.63114e-12	5547.41	0
1.37221	1	4	3	2.63114e-12	5547.41	0
1.37321	1	1	2	8.2455e-13	1738.46	0
1.37321	1	2	4	2.63114e-12	5547.41	0
1.37321	1	3	1	2.63114e-12	5547.41	0
1.37321	1	4	3	2.63114e-12	5547.41	0
1.37421	1	1	2	8.24531e-13	1738.42	0
1.37421	1	2	4	2.63114e-12	5547.41	0
1.37421	1	3	1	2.63114e-12	5547.41	0
1.37421	1	4	3	2.63114e-12	5547.41	0
1.37521	1	1	2	8.24511e-13	1738.37	0
1.37521	1	2	4	2.63114e-12	5547.41	0
1.37521	1	3	1	2.63114e-12	5547.41	0
1.37521	1	4	3	2.63114e-12	5547.41	0
1.37621	1	1	2	8.24491e-13	1738.33	0
1.37621	1	2	4	2.63114e-12	5547.41	0
1.37621	1	3	1	2.63114e-12	5547.41	0
1.37621	1	4	3	2.63114e-12	5547.41	0
1.37721	1	1	2	8.24471e-13	1738.29	0
1.37721	1	2	4	2.63114e-12	5547.41	0
1.37721	1	3	1	2.63114e-12	5547.41	0
1.37721	1	4	3	2.63114e-12	5547.41	0
1.37821	1	1	2	8.24452e-13	1738.25	0
1.37821	1	2	4	2.63114e-12	5547.41	0
1.37821	1	3	1	2.63114e-12	5547.41	0
1.37821	1	4	3	2.63114e-12	5547.41	0
1.37921	1	1	2	8.24432e-13	1738.21	0
1.37921	1	2	4	2.63114e-12	5547.41	0
1.37921	1	3	1	2.63114e-12	5547.41	0
1.37921	1	4	3	2.63114e-12	5547.41	0
1.38021	1	1	2	8.24412e-13	1738.17	0
1.38021	1	2	4	2.63114e-12	5547.41	0
1.38021	1	3	1	2.63114e-12	5547.41	0
1.38021	1	4	3	2.63114e-12	5547.41	0
1.38121	1	1	2	8.24392e-13	1738.13	0
1.38121	1	2	4	2.63114e-12	5547.41	0
1.38121	1	3	1	2.63114e-12	5547.41	0
1.38121	1	4	3	2.63114e-12	5547.41	0
1.38221	1	1	2	8.24373e-13	1738.08	0
1.38221	1	2	4	2.63114e-12	5547.41	0
1.38221	1	3	1	2.63114e-12	5547.41	0
1.38221	1	4	3	2.63114e-12	5547.41	0
1.38321	1	1	2	8.24353e-13	1738.04	0
1.38321	1	2	4	2.63114e-12	5547.41	0
1.38321	1	3	1	2.63114e-12	5547.41	0
1.38321	1	4	3	2.63114e-12	5547.41	0
1.38421	1	1	2	8.24333e-13	1738	0
1.38421	1	2	4	2.63114e-12	5547.41	0
1.38421	1	3	1	2.63114e-12	5547.41	0
1.38421	1	4	3	2.63114e-12	5547.41	0
1.38521	1	1	2	8.24313e-13	1737.96	0
1.38521	1	2	4	2.63114e-12	5547.41	0
1.38521	1	3	1	2.63114e-12	5547.41	0
1.38521	1	4	3	2.63114e-12	5547.41	0
1.38621	1	1	2	8.24294e-13	1737.92	0
1.38621	1	2	4	2.63114e-12	5547.41	0
1.38621	1	3	1	2.63114e-12	5547.41	0
1.38621	1	4	3	2.63114e-12	5547.41	0
1.38721	1	1	2	8.24274e-13	1737.88	0
1.38721	1	2	4	2.63114e-12	5547.41	0
1.38721	1	3	1	2.63114e-12	5547.41	0
1.38721	1	4	3	2.63114e-12	5547.41	0
1.38821	1	1	2	8.24254e-13	1737.83	0
1.38821	1	2	4	2.63114e-12	5547.41	0
1.38821	1	3	1	2.63114e-12	5547.41	0
1.38821	1	4	3	2.63114e-12	5547.41	0
1.38921	1	1	2	8.24234e-13	1737.79	0
1.38921	1	2	4	2.63114e-12	5547.41	0
1.38921	1	3	1	2.63114e-12	5547.41	0
1.38921	1	4	3	2.63114e-12	5547.41	0
1.39021	1	1	2	8.24215e-13	1737.75	0
1.39021	1	2	4	2.63114e-12	5547.41	0
1.39021	1	3	1	2.63114e-12	5547.41	0
1.39021	1	4	3	2.63114e-12	5547.41	0
1.39121	1	1	2	8.24195e-13	1737.71	0
1.39121	1	2	4	2.63114e-12	5547.41	0
1.39121	1	3	1	2.63114e-12	5547.41	0
1.39121	1	4	3	2.63114e-12	5547.41	0
1.39221	1	1	2	8.24175e-13	1737.67	0
1.39221	1	2	4	2.63114e-12	5547.41	0
1.39221	1	3	1	2.63114e-12	5547.41	0
1.39221	1	4	3	2.63114e-12	5547.41	0
1.39321	1	1	2	8.24156e-13	1737.63	0
1.39321	1	2	4	2.63114e-12	5547.41	0
1.39321	1	3	1	2.63114e-12	5547.41	0
1.39321	1	4	3	2.63114e-12	5547.41	0
1.39421	1	1	2	8.24136e-13	1737.58	0
1.39421	1	2	4	2.63114e-12	5547.41	0
1.39421	1	3	1	2.63114e-12	5547.41	0
1.39421	1	4	3	2.63114e-12	5547.41	0
1.39521	1	1	2	8.24116e-13	1737.54	0
1.39521	1	2	4	2.63114e-12	5547.41	0
1.39521	1	3	1	2.63114e-12	5547.41	0
1.39521	1	4	3	2.63114e-12	5547.41	0
1.39621	1	1	2	8.24096e-13	1737.5	0
1.39621	1	2	4	2.63114e-12	5547.41	0
1.39621	1	3	1	2.63114e-12	5547.41	0
1.39621	1	4	3	2.63114e-12	5547.41	0
1.39721	1	1	2	8.24077e-13	1737.46	0
1.39721	1	2	4	2.63114e-12	5547.41	0
1.39721	1	3	1	2.63114e-12	5547.41	0
1.39721	1	4	3	2.63114e-12	5547.41	0
1.39821	1	1	2	8.24057e-13	1737.42	0
1.39821	1	2	4	2.63114e-12	5547.41	0
1.39821	1	3	1	2.63114e-12	5547.41	0
1.39821	1	4	3	2.63114e-12	5547.41	0
1.39921	1	1	2	8.24037e-13	1737.38	0
1.39921	1	2	4	2.63114e-12	5547.41	0
1.39921	1	3	1	2.63114e-12	5547.41	0
1.39921	1	4	3	2.63114e-12	5547.41	0
1.40021	1	1	2	8.24017e-13	1737.33	0
1.40021	1	2	4	2.63114e-12	5547.41	0
1.40021	1	3	1	2.63114e-12	5547.41	0
1.40021	1	4	3	2.63114e-12	5547.41	0
1.40121	1	1	2	8.23998e-13	1737.29	0
1.40121	1	2	4	2.63114e-12	5547.41	0
1.40121	1	3	1	2.63114e-12	5547.41	0
1.40121	1	4	3	2.63114e-12	5547.41	0
1.40221	1	1	2	8.23978e-13	1737.25	0
1.40221	1	2	4	2.63114e-12	5547.41	0
1.40221	1	3	1	2.63114e-12	5547.41	0
1.40221	1	4	3	2.63114e-12	5547.41	0
1.40321	1	1	2	8.23958e-13	1737.21	0
1.40321	1	2	4	2.63114e-12	5547.41	0
1.40321	1	3	1	2.63114e-12	5547.41	0
1.40321	1	4	3	2.63114e-12	5547.41	0
1.40421	1	1	2	8.23939e-13	1737.17	0
1.40421	1	2	4	2.63114e-12	5547.41	0
1.40421	1	3	1	2.63114e-12	5547.41	0
1.40421	1	4	3	2.63114e-12	5547.41	0
1.40521	1	1	2	8.23919e-13	1737.13	0
1.40521	1	2	4	2.63114e-12	5547.41	0
1.40521	1	3	1	2.63114e-12	5547.41	0
1.40521	1	4	3	2.63114e-12	5547.41	0
1.40621	1	1	2	8.23899e-13	1737.09	0
1.40621	1	2	4	2.63114e-12	5547.41	0
1.40621	1	3	1	2.63114e-12	5547.41	0
1.40621	1	4	3	2.63114e-12	5547.41	0
1.40721	1	1	2	8.23879e-13	1737.04	0
1.40721	1	2	4	2.63114e-12	5547.41	0
1.40721	1	3	1	2.63114e-12	5547.41	0
1.40721	1	4	3	2.63114e-12	5547.41	0
1.40821	1	1	2	8.2386e-13	1737	0
1.40821	1	2	4	2.63114e-12	5547.41	0
1.40821	1	3	1	2.63114e-12	5547.41	0
1.40821	1	4	3	2.63114e-12	5547.41	0
1.40921	1	1	2	8.2384e-13	1736.96	0
1.40921	1	2	4	2.63114e-12	5547.41	0
1.40921	1	3	1	2.63114e-12	5547.41	0
1.40921	1	4	3	2.63114e-12	5547.41	0
1.41021	1	1	2	8.2382e-13	1736.92	0
1.41021	1	2	4	2.63114e-12	5547.41	0
1.41021	1	3	1	2.63114e-12	5547.41	0
1.41021	1	4	3	2.63114e-12	5547.41	0
1.41121	1	1	2	8.23801e-13	1736.88	0
1.41121	1	2	4	2.63114e-12	5547.41	0
1.41121	1	3	1	2.63114e-12	5547.41	0
1.41121	1	4	3	2.63114e-12	5547.41	0
1.41221	1	1	2	8.23781e-13	1736.84	0
1.41221	1	2	4	2.63114e-12	5547.41	0
1.41221	1	3	1	2.63114e-12	5547.41	0
1.41221	1	4	3	2.63114e-12	5547.41	0
1.41321	1	1	2	8.23761e-13	1736.79	0
1.41321	1	2	4	2.63114e-12	5547.41	0
1.41321	1	3	1	2.63114e-12	5547.41	0
1.41321	1	4	3	2.63114e-12	5547.41	0
1.41421	1	1	2	8.23741e-13	1736.75	0
1.41421	1	2	4	2.63114e-12	5547.41	0
1.41421	1	3	1	2.63114e-12	5547.41	0
1.41421	1	4	3	2.63114e-12	5547.41	0
1.41521	1	1	2	8.23722e-13	1736.71	0
1.41521	1	2	4	2.63114e-12	5547.41	0
1.41521	1	3	1	2.63114e-12	5547.41	0
1.41521	1	4	3	2.63114e-12	5547.41	0
1.41621	1	1	2	8.23702e-13	1736.67	0
1.41621	1	2	4	2.63114e-12	5547.41	0
1.41621	1	3	1	2.63114e-12	5547.41	0
1.41621	1	4	3	2.63114e-12	5547.41	0
1.41721	1	1	2	8.23682e-13	1736.63	0
1.41721	1	2	4	2.63114e-12	5547.41	0
1.41721	1	3	1	2.63114e-12	5547.41	0
1.41721	1	4	3	2.63114e-12	5547.41	0
1.41821	1	1	2	8.23663e-13	1736.59	0
1.41821	1	2	4	2.63114e-12	5547.41	0
1.41821	1	3	1	2.63114e-12	5547.41	0
1.41821	1	4	3	2.63114e-12	5547.41	0
1.41921	1	1	2	8.23643e-13	1736.54	0
1.41921	1	2	4	2.63114e-12	5547.41	0
1.41921	1	3	1	2.63114e-12	5547.41	0
1.41921	1	4	3	2.63114e-12	5547.41	0
1.42021	1	1	2	8.23623e-13	1736.5	0
1.42021	1	2	4	2.63114e-12	5547.41	0
1.42021	1	3	1	2.63114e-12	5547.41	0
1.42021	1	4	3	2.63114e-12	5547.41	0
1.42121	1	1	2	8.23603e-13	1736.46	0
1.42121	1	2	4	2.63114e-12	5547.41	0
1.42121	1	3	1	2.63114e-12	5547.41	0
1.42121	1	4	3	2.63114e-12	5547.41	0
1.42221	1	1	2	8.23584e-13	1736.42	0
1.42221	1	2	4	2.63114e-12	5547.41	0
1.42221	1	3	1	2.63114e-12	5547.41	0
1.42221	1	4	3	2.63114e-12	5547.41	0
1.42321	1	1	2	8.23564e-13	1736.38	0
1.42321	1	2	4	2.63114e-12	5547.41	0
1.42321	1	3	1	2.63114e-12	5547.41	0
1.42321	1	4	3	2.63114e-12	5547.41	0
1.42421	1	1	2	8.23544e-13	1736.34	0
1.42421	1	2	4	2.63114e-12	5547.41	0
1.42421	1	3	1	2.63114e-12	5547.41	0
1.42421	1	4	3	2.63114e-12	5547.41	0
1.42521	1	1	2	8.23525e-13	1736.3	0
1.42521	1	2	4	2.63114e-12	5547.41	0
1.42521	1	3	1	2.63114e-12	5547.41	0
1.42521	1	4	3	2.63114e-12	5547.41	0
1.42621	1	1	2	8.23505e-13	1736.25	0
1.42621	1	2	4	2.63114e-12	5547.41	0
1.42621	1	3	1	2.63114e-12	5547.41	0
1.42621	1	4	3	2.63114e-12	5547.41	0
1.42721	1	1	2	8.23485e-13	1736.21	0
1.42721	1	2	4	2.63114e-12	5547.41	0
1.42721	1	3	1	2.63114e-12	5547.41	0
1.42721	1	4	3	2.63114e-12	5547.41	0
1.42821	1	1	2	8.23465e-13	1736.17	0
1.42821	1	2	4	2.63114e-12	5547.41	0
1.42821	1	3	1	2.63114e-12	5547.41	0
1.42821	1	4	3	2.63114e-12	5547.41	0
1.42921	1	1	2	8.23446e-13	1736.13	0
1.42921	1	2	4	2.63114e-12	5547.41	0
1.42921	1	3	1	2.63114e-12	5547.41	0
1.42921	1	4	3	2.63114e-12	5547.41	0
1.43021	1	1	2	8.23426e-13	1736.09	0
1.43021	1	2	4	2.63114e-12	5547.41	0
1.43021	1	3	1	2.63114e-12	5547.41	0
1.43021	1	4	3	2.63114e-12	5547.41	0
1.43121	1	1	2	8.23406e-13	1736.05	0
1.43121	1	2	4	2.63114e-12	5547.41	0
1.43121	1	3	1	2.63114e-12	5547.41	0
1.43121	1	4	3	2.63114e-12	5547.41	0
1.43221	1	1	2	8.23387e-13	1736	0
1.43221	1	2	4	2.63114e-12	5547.41	0
1.43221	1	3	1	2.63114e-12	5547.41	0
1.43221	1	4	3	2.63114e-12	5547.41	0
1.43321	1	1	2	8.23367e-13	1735.96	0
1.43321	1	2	4	2.63114e-12	5547.41	0
1.43321	1	3	1	2.63114e-12	5547.41	0
1.43321	1	4	3	2.63114e-12	5547.41	0
1.43421	1	1	2	8.23347e-13	1735.92	0
1.43421	1	2	4	2.63114e-12	5547.41	0
1.43421	1	3	1	2.63114e-12	5547.41	0
1.43421	1	4	3	2.63114e-12	5547.41	0
1.43521	1	1	2	8.23327e-13	1735.88	0
1.43521	1	2	4	2.63114e-12	5547.41	0
1.43521	1	3	1	2.63114e-12	5547.41	0
1.43521	1	4	3	2.63114e-12	5547.41	0
1.43621	1	1	2	8.23308e-13	1735.84	0
1.43621	1	2	4	2.63114e-12	5547.41	0
1.43621	1	3	1	2.63114e-12	5547.41	0
1.43621	1	4	3	2.63114e-12	5547.41	0
1.43721	1	1	2	8.23288e-13	1735.8	0
1.43721	1	2	4	2.63114e-12	5547.41	0
1.43721	1	3	1	2.63114e-12	5547.41	0
1.43721	1	4	3	2.63114e-12	5547.41	0
1.43821	1	1	2	8.23268e-13	1735.76	0
1.43821	1	2	4	2.63114e-12	5547.41	0
1.43821	1	3	1	2.63114e-12	5547.41	0
1.43821	1	4	3	2.63114e-12	5547.41	0
1.43921	1	1	2	8.23249e-13	1735.71	0
1.43921	1	2	4	2.63114e-12	5547.41	0
1.43921	1	3	1	2.63114e-12	5547.41	0
1.43921	1	4	3	2.63114e-12	5547.41	0
1.44021	1	1	2	8.23229e-13	1735.67	0
1.44021	1	2	4	2.63114e-12	5547.41	0
1.44021	1	3	1	2.63114e-12	5547.41	0
1.44021	1	4	3	2.63114e-12	5547.41	0
1.44121	1	1	2	8.23209e-13	1735.63	0
1.44121	1	2	4	2.63114e-12	5547.41	0
1.44121	1	3	1	2.63114e-12	5547.41	0
1.44121	1	4	3	2.63114e-12	5547.41	0
1.44221	1	1	2	8.2319e-13	1735.59	0
1.44221	1	2	4	2.63114e-12	5547.41	0
1.44221	1	3	1	2.63114e-12	5547.41	0
1.44221	1	4	3	2.63114e-12	5547.41	0
1.44321	1	1	2	8.2317e-13	1735.55	0
1.44321	1	2	4	2.63114e-12	5547.41	0
1.44321	1	3	1	2.63114e-12	5547.41	0
1.44321	1	4	3	2.63114e-12	5547.41	0
1.44421	1	1	2	8.2315e-13	1735.51	0
1.44421	1	2	4	2.63114e-12	5547.41	0
1.44421	1	3	1	2.63114e-12	5547.41	0
1.44421	1	4	3	2.63114e-12	5547.41	0
1.44521	1	1	2	8.2313e-13	1735.46	0
1.44521	1	2	4	2.63114e-12	5547.41	0
1.44521	1	3	1	2.63114e-12	5547.41	0
1.44521	1	4	3	2.63114e-12	5547.41	0
1.44621	1	1	2	8.23111e-13	1735.42	0
1.44621	1	2	4	2.63114e-12	5547.41	0
1.44621	1	3	1	2.63114e-12	5547.41	0
1.44621	1	4	3	2.63114e-12	5547.41	0
1.44721	1	1	2	8.23091e-13	1735.38	0
1.44721	1	2	4	2.63114e-12	5547.41	0
1.44721	1	3	1	2.63114e-12	5547.41	0
1.44721	1	4	3	2.63114e-12	5547.41	0
1.44821	1	1	2	8.23071e-13	1735.34	0
1.44821	1	2	4	2.63114e-12	5547.41	0
1.44821	1	3	1	2.63114e-12	5547.41	0
1.44821	1	4	3	2.63114e-12	5547.41	0
1.44921	1	1	2	8.23052e-13	1735.3	0
1.44921	1	2	4	2.63114e-12	5547.41	0
1.44921	1	3	1	2.63114e-12	5547.41	0
1.44921	1	4	3	2.63114e-12	5547.41	0
1.45021	1	1	2	8.23032e-13	1735.26	0
1.45021	1	2	4	2.63114e-12	5547.41	0
1.45021	1	3	1	2.63114e-12	5547.41	0
1.45021	1	4	3	2.63114e-12	5547.41	0
1.45121	1	1	2	8.23012e-13	1735.22	0
1.45121	1	2	4	2.63114e-12	5547.41	0
1.45121	1	3	1	2.63114e-12	5547.41	0
1.45121	1	4	3	2.63114e-12	5547.41	0
1.45221	1	1	2	8.22993e-13	1735.17	0
1.45221	1	2	4	2.63114e-12	5547.41	0
1.45221	1	3	1	2.63114e-12	5547.41	0
1.45221	1	4	3	2.63114e-12	5547.41	0
1.45321	1	1	2	8.22973e-13	1735.13	0
1.45321	1	2	4	2.63114e-12	5547.41	0
1.45321	1	3	1	2.63114e-12	5547.41	0
1.45321	1	4	3	2.63114e-12	5547.41	0
1.45421	1	1	2	8.22953e-13	1735.09	0
1.45421	1	2	4	2.63114e-12	5547.41	0
1.45421	1	3	1	2.63114e-12	5547.41	0
1.45421	1	4	3	2.63114e-12	5547.41	0
1.45521	1	1	2	8.22933e-13	1735.05	0
1.45521	1	2	4	2.63114e-12	5547.41	0
1.45521	1	3	1	2.63114e-12	5547.41	0
1.45521	1	4	3	2.63114e-12	5547.41	0
1.45621	1	1	2	8.22914e-13	1735.01	0
1.45621	1	2	4	2.63114e-12	5547.41	0
1.45621	1	3	1	2.63114e-12	5547.41	0
1.45621	1	4	3	2.63114e-12	5547.41	0
1.45721	1	1	2	8.22894e-13	1734.97	0
1.45721	1	2	4	2.63114e-12	5547.41	0
1.45721	1	3	1	2.63114e-12	5547.41	0
1.45721	1	4	3	2.63114e-12	5547.41	0
1.45821	1	1	2	8.22874e-13	1734.92	0
1.45821	1	2	4	2.63114e-12	5547.41	0
1.45821	1	3	1	2.63114e-12	5547.41	0
1.45821	1	4	3	2.63114e-12	5547.41	0
1.45921	1	1	2	8.22855e-13	1734.88	0
1.45921	1	2	4	2.63114e-12	5547.41	0
1.45921	1	3	1	2.63114e-12	5547.41	0
1.45921	1	4	3	2.63114e-12	5547.41	0
1.46021	1	1	2	8.22835e-13	1734.84	0
1.46021	1	2	4	2.63114e-12	5547.41	0
1.46021	1	3	1	2.63114e-12	5547.41	0
1.46021	1	4	3	2.63114e-12	5547.41	0
1.46121	1	1	2	8.22815e-13	1734.8	0
1.46121	1	2	4	2.63114e-12	5547.41	0
1.46121	1	3	1	2.63114e-12	5547.41	0
1.46121	1	4	3	2.63114e-12	5547.41	0
1.46221	1	1	2	8.22796e-13	1734.76	0
1.46221	1	2	4	2.63114e-12	5547.41	0
1.46221	1	3	1	2.63114e-12	5547.41	0
1.46221	1	4	3	2.63114e-12	5547.41	0
1.46321	1	1	2	8.22776e-13	1734.72	0
1.46321	1	2	4	2.63114e-12	5547.41	0
1.46321	1	3	1	2.63114e-12	5547.41	0
1.46321	1	4	3	2.63114e-12	5547.41	0
1.46421	1	1	2	8.22756e-13	1734.68	0
1.46421	1	2	4	2.63114e-12	5547.41	0
1.46421	1	3	1	2.63114e-12	5547.41	0
1.46421	1	4	3	2.63114e-12	5547.41	0
1.46521	1	1	2	8.22737e-13	1734.63	0
1.46521	1	2	4	2.63114e-12	5547.41	0
1.46521	1	3	1	2.63114e-12	5547.41	0
1.46521	1	4	3	2.63114e-12	5547.41	0
1.46621	1	1	2	8.22717e-13	1734.59	0
1.46621	1	2	4	2.63114e-12	5547.41	0
1.46621	1	3	1	2.63114e-12	5547.41	0
1.46621	1	4	3	2.63114e-12	5547.41	0
1.46721	1	1	2	8.22697e-13	1734.55	0
1.46721	1	2	4	2.63114e-12	5547.41	0
1.46721	1	3	1	2.63114e-12	5547.41	0
1.46721	1	4	3	2.63114e-12	5547.41	0
1.46821	1	1	2	8.22678e-13	1734.51	0
1.46821	1	2	4	2.63114e-12	5547.41	0
1.46821	1	3	1	2.63114e-12	5547.41	0
1.46821	1	4	3	2.63114e-12	5547.41	0
1.46921	1	1	2	8.22658e-13	1734.47	0
1.46921	1	2	4	2.63114e-12	5547.41	0
1.46921	1	3	1	2.63114e-12	5547.41	0
1.46921	1	4	3	2.63114e-12	5547.41	0
1.47021	1	1	2	8.22638e-13	1734.43	0
1.47021	1	2	4	2.63114e-12	5547.41	0
1.47021	1	3	1	2.63114e-12	5547.41	0
1.47021	1	4	3	2.63114e-12	5547.41	0
