% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2	ccId
0.074	1	3	8	5	1	28	549	0	0	0
0.074	1	1	8	5	2	28	549	0	0	0
0.074	1	4	8	5	3	28	549	0	0	0
0.074	1	2	8	5	4	28	549	0	0	0
0.075	1	3	8	6	1	28	549	0	0	0
0.075	1	1	8	6	2	28	549	0	0	0
0.075	1	4	8	6	3	28	549	0	0	0
0.075	1	2	8	6	4	28	549	0	0	0
0.076	1	3	8	7	1	28	549	0	0	0
0.076	1	1	8	7	2	28	549	0	0	0
0.076	1	4	8	7	3	28	549	0	0	0
0.076	1	2	8	7	4	28	549	0	0	0
0.077	1	3	8	8	1	28	549	0	0	0
0.077	1	1	8	8	2	28	549	0	0	0
0.077	1	4	8	8	3	28	549	0	0	0
0.077	1	2	8	8	4	28	549	0	0	0
0.078	1	3	8	9	1	28	549	0	0	0
0.078	1	1	8	9	2	28	549	0	0	0
0.078	1	4	8	9	3	28	549	0	0	0
0.078	1	2	8	9	4	28	549	0	0	0
0.079	1	3	8	10	1	28	549	0	0	0
0.079	1	1	8	10	2	28	549	0	0	0
0.079	1	4	8	10	3	28	549	0	0	0
0.079	1	2	8	10	4	28	549	0	0	0
0.08	1	3	9	1	1	28	549	0	0	0
0.08	1	1	9	1	2	28	549	0	0	0
0.08	1	4	9	1	3	28	549	0	0	0
0.08	1	2	9	1	4	28	549	0	0	0
0.081	1	3	9	2	1	28	549	0	0	0
0.081	1	1	9	2	2	28	549	0	0	0
0.081	1	4	9	2	3	28	549	0	0	0
0.081	1	2	9	2	4	28	549	0	0	0
0.082	1	3	9	3	1	28	549	0	0	0
0.082	1	1	9	3	2	28	549	0	0	0
0.082	1	4	9	3	3	28	549	0	0	0
0.082	1	2	9	3	4	28	549	0	0	0
0.083	1	3	9	4	1	28	549	0	0	0
0.083	1	1	9	4	2	28	549	0	0	0
0.083	1	4	9	4	3	28	549	0	0	0
0.083	1	2	9	4	4	28	549	0	0	0
0.084	1	3	9	5	1	28	549	0	0	0
0.084	1	1	9	5	2	28	549	0	0	0
0.084	1	4	9	5	3	28	549	0	0	0
0.084	1	2	9	5	4	28	549	0	0	0
0.085	1	3	9	6	1	28	549	0	0	0
0.085	1	1	9	6	2	28	549	0	0	0
0.085	1	4	9	6	3	28	549	0	0	0
0.085	1	2	9	6	4	28	549	0	0	0
0.086	1	3	9	7	1	28	549	0	0	0
0.086	1	1	9	7	2	28	549	0	0	0
0.086	1	4	9	7	3	28	549	0	0	0
0.086	1	2	9	7	4	28	549	0	0	0
0.087	1	3	9	8	1	28	549	0	0	0
0.087	1	1	9	8	2	28	549	0	0	0
0.087	1	4	9	8	3	28	549	0	0	0
0.087	1	2	9	8	4	28	549	0	0	0
