% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2	ccId
0.668	1	2	67	9	4	28	549	0	0	0
0.669	1	3	67	10	1	28	549	0	0	0
0.669	1	1	67	10	2	28	549	0	0	0
0.669	1	4	67	10	3	28	549	0	0	0
0.669	1	2	67	10	4	28	549	0	0	0
0.67	1	3	68	1	1	28	549	0	0	0
0.67	1	1	68	1	2	28	549	0	0	0
0.67	1	4	68	1	3	28	549	0	0	0
0.67	1	2	68	1	4	28	549	0	0	0
0.671	1	3	68	2	1	28	549	0	0	0
0.671	1	1	68	2	2	28	549	0	0	0
0.671	1	4	68	2	3	28	549	0	0	0
0.671	1	2	68	2	4	28	549	0	0	0
0.672	1	3	68	3	1	28	549	0	0	0
0.672	1	1	68	3	2	28	549	0	0	0
0.672	1	4	68	3	3	28	549	0	0	0
0.672	1	2	68	3	4	28	549	0	0	0
0.673	1	3	68	4	1	28	549	0	0	0
0.673	1	1	68	4	2	28	549	0	0	0
0.673	1	4	68	4	3	28	549	0	0	0
0.673	1	2	68	4	4	28	549	0	0	0
0.674	1	3	68	5	1	28	549	0	0	0
0.674	1	1	68	5	2	28	549	0	0	0
0.674	1	4	68	5	3	28	549	0	0	0
0.674	1	2	68	5	4	28	549	0	0	0
0.675	1	3	68	6	1	28	549	0	0	0
0.675	1	1	68	6	2	28	549	0	0	0
0.675	1	4	68	6	3	28	549	0	0	0
0.675	1	2	68	6	4	28	549	0	0	0
0.676	1	3	68	7	1	28	549	0	0	0
0.676	1	1	68	7	2	28	549	0	0	0
0.676	1	4	68	7	3	28	549	0	0	0
0.676	1	2	68	7	4	28	549	0	0	0
0.677	1	3	68	8	1	28	549	0	0	0
0.677	1	1	68	8	2	28	549	0	0	0
0.677	1	4	68	8	3	28	549	0	0	0
0.677	1	2	68	8	4	28	549	0	0	0
0.678	1	3	68	9	1	28	549	0	0	0
0.678	1	1	68	9	2	28	549	0	0	0
0.678	1	4	68	9	3	28	549	0	0	0
0.678	1	2	68	9	4	28	549	0	0	0
0.679	1	3	68	10	1	28	549	0	0	0
0.679	1	1	68	10	2	28	549	0	0	0
0.679	1	4	68	10	3	28	549	0	0	0
0.679	1	2	68	10	4	28	549	0	0	0
0.68	1	3	69	1	1	28	549	0	0	0
0.68	1	1	69	1	2	28	549	0	0	0
0.68	1	4	69	1	3	28	549	0	0	0
0.68	1	2	69	1	4	28	549	0	0	0
0.681	1	3	69	2	1	28	549	0	0	0
0.681	1	1	69	2	2	28	549	0	0	0
0.681	1	4	69	2	3	28	549	0	0	0
0.681	1	2	69	2	4	28	549	0	0	0
0.682	1	3	69	3	1	28	549	0	0	0
0.682	1	1	69	3	2	28	549	0	0	0
0.682	1	4	69	3	3	28	549	0	0	0
0.682	1	2	69	3	4	28	549	0	0	0
0.683	1	3	69	4	1	28	549	0	0	0
0.683	1	1	69	4	2	28	549	0	0	0
0.683	1	4	69	4	3	28	549	0	0	0
0.683	1	2	69	4	4	28	549	0	0	0
0.684	1	3	69	5	1	28	549	0	0	0
0.684	1	1	69	5	2	28	549	0	0	0
0.684	1	4	69	5	3	28	549	0	0	0
0.684	1	2	69	5	4	28	549	0	0	0
0.685	1	3	69	6	1	28	549	0	0	0
0.685	1	1	69	6	2	28	549	0	0	0
0.685	1	4	69	6	3	28	549	0	0	0
0.685	1	2	69	6	4	28	549	0	0	0
0.686	1	3	69	7	1	28	549	0	0	0
0.686	1	1	69	7	2	28	549	0	0	0
0.686	1	4	69	7	3	28	549	0	0	0
0.686	1	2	69	7	4	28	549	0	0	0
0.687	1	3	69	8	1	28	549	0	0	0
0.687	1	1	69	8	2	28	549	0	0	0
0.687	1	4	69	8	3	28	549	0	0	0
0.687	1	2	69	8	4	28	549	0	0	0
0.688	1	3	69	9	1	28	549	0	0	0
0.688	1	1	69	9	2	28	549	0	0	0
0.688	1	4	69	9	3	28	549	0	0	0
0.688	1	2	69	9	4	28	549	0	0	0
0.689	1	3	69	10	1	28	549	0	0	0
0.689	1	1	69	10	2	28	549	0	0	0
0.689	1	4	69	10	3	28	549	0	0	0
0.689	1	2	69	10	4	28	549	0	0	0
0.69	1	3	70	1	1	28	549	0	0	0
0.69	1	1	70	1	2	28	549	0	0	0
0.69	1	4	70	1	3	28	549	0	0	0
0.69	1	2	70	1	4	28	549	0	0	0
0.691	1	3	70	2	1	28	549	0	0	0
0.691	1	1	70	2	2	28	549	0	0	0
0.691	1	4	70	2	3	28	549	0	0	0
0.691	1	2	70	2	4	28	549	0	0	0
0.692	1	3	70	3	1	28	549	0	0	0
0.692	1	1	70	3	2	28	549	0	0	0
0.692	1	4	70	3	3	28	549	0	0	0
0.692	1	2	70	3	4	28	549	0	0	0
0.693	1	3	70	4	1	28	549	0	0	0
0.693	1	1	70	4	2	28	549	0	0	0
0.693	1	4	70	4	3	28	549	0	0	0
0.693	1	2	70	4	4	28	549	0	0	0
0.694	1	3	70	5	1	28	549	0	0	0
0.694	1	1	70	5	2	28	549	0	0	0
0.694	1	4	70	5	3	28	549	0	0	0
0.694	1	2	70	5	4	28	549	0	0	0
0.695	1	3	70	6	1	28	549	0	0	0
0.695	1	1	70	6	2	28	549	0	0	0
0.695	1	4	70	6	3	28	549	0	0	0
0.695	1	2	70	6	4	28	549	0	0	0
0.696	1	3	70	7	1	28	549	0	0	0
0.696	1	1	70	7	2	28	549	0	0	0
0.696	1	4	70	7	3	28	549	0	0	0
0.696	1	2	70	7	4	28	549	0	0	0
0.697	1	3	70	8	1	28	549	0	0	0
0.697	1	1	70	8	2	28	549	0	0	0
0.697	1	4	70	8	3	28	549	0	0	0
0.697	1	2	70	8	4	28	549	0	0	0
0.698	1	3	70	9	1	28	549	0	0	0
0.698	1	1	70	9	2	28	549	0	0	0
0.698	1	4	70	9	3	28	549	0	0	0
0.698	1	2	70	9	4	28	549	0	0	0
0.699	1	3	70	10	1	28	549	0	0	0
0.699	1	1	70	10	2	28	549	0	0	0
0.699	1	4	70	10	3	28	549	0	0	0
0.699	1	2	70	10	4	28	549	0	0	0
0.7	1	3	71	1	1	28	549	0	0	0
0.7	1	1	71	1	2	28	549	0	0	0
0.7	1	4	71	1	3	28	549	0	0	0
0.7	1	2	71	1	4	28	549	0	0	0
0.701	1	3	71	2	1	28	549	0	0	0
0.701	1	1	71	2	2	28	549	0	0	0
0.701	1	4	71	2	3	28	549	0	0	0
0.701	1	2	71	2	4	28	549	0	0	0
0.702	1	3	71	3	1	28	549	0	0	0
0.702	1	1	71	3	2	28	549	0	0	0
0.702	1	4	71	3	3	28	549	0	0	0
0.702	1	2	71	3	4	28	549	0	0	0
0.703	1	3	71	4	1	28	549	0	0	0
0.703	1	1	71	4	2	28	549	0	0	0
0.703	1	4	71	4	3	28	549	0	0	0
0.703	1	2	71	4	4	28	549	0	0	0
0.704	1	3	71	5	1	28	549	0	0	0
0.704	1	1	71	5	2	28	549	0	0	0
0.704	1	4	71	5	3	28	549	0	0	0
0.704	1	2	71	5	4	28	549	0	0	0
0.705	1	3	71	6	1	28	549	0	0	0
0.705	1	1	71	6	2	28	549	0	0	0
0.705	1	4	71	6	3	28	549	0	0	0
0.705	1	2	71	6	4	28	549	0	0	0
0.706	1	3	71	7	1	28	549	0	0	0
0.706	1	1	71	7	2	28	549	0	0	0
0.706	1	4	71	7	3	28	549	0	0	0
0.706	1	2	71	7	4	28	549	0	0	0
0.707	1	3	71	8	1	28	549	0	0	0
0.707	1	1	71	8	2	28	549	0	0	0
0.707	1	4	71	8	3	28	549	0	0	0
0.707	1	2	71	8	4	28	549	0	0	0
0.708	1	3	71	9	1	28	549	0	0	0
0.708	1	1	71	9	2	28	549	0	0	0
0.708	1	4	71	9	3	28	549	0	0	0
0.708	1	2	71	9	4	28	549	0	0	0
0.709	1	3	71	10	1	28	549	0	0	0
0.709	1	1	71	10	2	28	549	0	0	0
0.709	1	4	71	10	3	28	549	0	0	0
0.709	1	2	71	10	4	28	549	0	0	0
0.71	1	3	72	1	1	28	549	0	0	0
0.71	1	1	72	1	2	28	549	0	0	0
0.71	1	4	72	1	3	28	549	0	0	0
0.71	1	2	72	1	4	28	549	0	0	0
0.711	1	3	72	2	1	28	549	0	0	0
0.711	1	1	72	2	2	28	549	0	0	0
0.711	1	4	72	2	3	28	549	0	0	0
0.711	1	2	72	2	4	28	549	0	0	0
0.712	1	3	72	3	1	28	549	0	0	0
0.712	1	1	72	3	2	28	549	0	0	0
0.712	1	4	72	3	3	28	549	0	0	0
0.712	1	2	72	3	4	28	549	0	0	0
0.713	1	3	72	4	1	28	549	0	0	0
0.713	1	1	72	4	2	28	549	0	0	0
0.713	1	4	72	4	3	28	549	0	0	0
0.713	1	2	72	4	4	28	549	0	0	0
0.714	1	3	72	5	1	28	549	0	0	0
0.714	1	1	72	5	2	28	549	0	0	0
0.714	1	4	72	5	3	28	549	0	0	0
0.714	1	2	72	5	4	28	549	0	0	0
0.715	1	3	72	6	1	28	549	0	0	0
0.715	1	1	72	6	2	28	549	0	0	0
0.715	1	4	72	6	3	28	549	0	0	0
0.715	1	2	72	6	4	28	549	0	0	0
0.716	1	3	72	7	1	28	549	0	0	0
0.716	1	1	72	7	2	28	549	0	0	0
0.716	1	4	72	7	3	28	549	0	0	0
0.716	1	2	72	7	4	28	549	0	0	0
0.717	1	3	72	8	1	28	549	0	0	0
0.717	1	1	72	8	2	28	549	0	0	0
0.717	1	4	72	8	3	28	549	0	0	0
0.717	1	2	72	8	4	28	549	0	0	0
0.718	1	3	72	9	1	28	549	0	0	0
0.718	1	1	72	9	2	28	549	0	0	0
0.718	1	4	72	9	3	28	549	0	0	0
0.718	1	2	72	9	4	28	549	0	0	0
0.719	1	3	72	10	1	28	549	0	0	0
0.719	1	1	72	10	2	28	549	0	0	0
0.719	1	4	72	10	3	28	549	0	0	0
0.719	1	2	72	10	4	28	549	0	0	0
0.72	1	3	73	1	1	28	549	0	0	0
0.72	1	1	73	1	2	28	549	0	0	0
0.72	1	4	73	1	3	28	549	0	0	0
0.72	1	2	73	1	4	28	549	0	0	0
0.721	1	3	73	2	1	28	549	0	0	0
0.721	1	1	73	2	2	28	549	0	0	0
0.721	1	4	73	2	3	28	549	0	0	0
0.721	1	2	73	2	4	28	549	0	0	0
0.722	1	3	73	3	1	28	549	0	0	0
0.722	1	1	73	3	2	28	549	0	0	0
0.722	1	4	73	3	3	28	549	0	0	0
0.722	1	2	73	3	4	28	549	0	0	0
0.723	1	3	73	4	1	28	549	0	0	0
0.723	1	1	73	4	2	28	549	0	0	0
0.723	1	4	73	4	3	28	549	0	0	0
0.723	1	2	73	4	4	28	549	0	0	0
0.724	1	3	73	5	1	28	549	0	0	0
0.724	1	1	73	5	2	28	549	0	0	0
0.724	1	4	73	5	3	28	549	0	0	0
0.724	1	2	73	5	4	28	549	0	0	0
0.725	1	3	73	6	1	28	549	0	0	0
0.725	1	1	73	6	2	28	549	0	0	0
0.725	1	4	73	6	3	28	549	0	0	0
0.725	1	2	73	6	4	28	549	0	0	0
0.726	1	3	73	7	1	28	549	0	0	0
0.726	1	1	73	7	2	28	549	0	0	0
0.726	1	4	73	7	3	28	549	0	0	0
0.726	1	2	73	7	4	28	549	0	0	0
0.727	1	3	73	8	1	28	549	0	0	0
0.727	1	1	73	8	2	28	549	0	0	0
0.727	1	4	73	8	3	28	549	0	0	0
0.727	1	2	73	8	4	28	549	0	0	0
0.728	1	3	73	9	1	28	549	0	0	0
0.728	1	1	73	9	2	28	549	0	0	0
0.728	1	4	73	9	3	28	549	0	0	0
0.728	1	2	73	9	4	28	549	0	0	0
0.729	1	3	73	10	1	28	549	0	0	0
0.729	1	1	73	10	2	28	549	0	0	0
0.729	1	4	73	10	3	28	549	0	0	0
0.729	1	2	73	10	4	28	549	0	0	0
0.73	1	3	74	1	1	28	549	0	0	0
0.73	1	1	74	1	2	28	549	0	0	0
0.73	1	4	74	1	3	28	549	0	0	0
0.73	1	2	74	1	4	28	549	0	0	0
0.731	1	3	74	2	1	28	549	0	0	0
0.731	1	1	74	2	2	28	549	0	0	0
0.731	1	4	74	2	3	28	549	0	0	0
0.731	1	2	74	2	4	28	549	0	0	0
0.732	1	3	74	3	1	28	549	0	0	0
0.732	1	1	74	3	2	28	549	0	0	0
0.732	1	4	74	3	3	28	549	0	0	0
0.732	1	2	74	3	4	28	549	0	0	0
0.733	1	3	74	4	1	28	549	0	0	0
0.733	1	1	74	4	2	28	549	0	0	0
0.733	1	4	74	4	3	28	549	0	0	0
0.733	1	2	74	4	4	28	549	0	0	0
0.734	1	3	74	5	1	28	549	0	0	0
0.734	1	1	74	5	2	28	549	0	0	0
0.734	1	4	74	5	3	28	549	0	0	0
0.734	1	2	74	5	4	28	549	0	0	0
0.735	1	3	74	6	1	28	549	0	0	0
0.735	1	1	74	6	2	28	549	0	0	0
0.735	1	4	74	6	3	28	549	0	0	0
0.735	1	2	74	6	4	28	549	0	0	0
0.736	1	3	74	7	1	28	549	0	0	0
0.736	1	1	74	7	2	28	549	0	0	0
0.736	1	4	74	7	3	28	549	0	0	0
0.736	1	2	74	7	4	28	549	0	0	0
0.737	1	3	74	8	1	28	549	0	0	0
0.737	1	1	74	8	2	28	549	0	0	0
0.737	1	4	74	8	3	28	549	0	0	0
0.737	1	2	74	8	4	28	549	0	0	0
0.738	1	3	74	9	1	28	549	0	0	0
0.738	1	1	74	9	2	28	549	0	0	0
0.738	1	4	74	9	3	28	549	0	0	0
0.738	1	2	74	9	4	28	549	0	0	0
0.739	1	3	74	10	1	28	549	0	0	0
0.739	1	1	74	10	2	28	549	0	0	0
0.739	1	4	74	10	3	28	549	0	0	0
0.739	1	2	74	10	4	28	549	0	0	0
0.74	1	3	75	1	1	28	549	0	0	0
0.74	1	1	75	1	2	28	549	0	0	0
0.74	1	4	75	1	3	28	549	0	0	0
0.74	1	2	75	1	4	28	549	0	0	0
0.741	1	3	75	2	1	28	549	0	0	0
0.741	1	1	75	2	2	28	549	0	0	0
0.741	1	4	75	2	3	28	549	0	0	0
0.741	1	2	75	2	4	28	549	0	0	0
0.742	1	3	75	3	1	28	549	0	0	0
0.742	1	1	75	3	2	28	549	0	0	0
0.742	1	4	75	3	3	28	549	0	0	0
0.742	1	2	75	3	4	28	549	0	0	0
0.743	1	3	75	4	1	28	549	0	0	0
0.743	1	1	75	4	2	28	549	0	0	0
0.743	1	4	75	4	3	28	549	0	0	0
0.743	1	2	75	4	4	28	549	0	0	0
0.744	1	3	75	5	1	28	549	0	0	0
0.744	1	1	75	5	2	28	549	0	0	0
0.744	1	4	75	5	3	28	549	0	0	0
0.744	1	2	75	5	4	28	549	0	0	0
0.745	1	3	75	6	1	28	549	0	0	0
0.745	1	1	75	6	2	28	549	0	0	0
0.745	1	4	75	6	3	28	549	0	0	0
0.745	1	2	75	6	4	28	549	0	0	0
0.746	1	3	75	7	1	28	549	0	0	0
0.746	1	1	75	7	2	28	549	0	0	0
0.746	1	4	75	7	3	28	549	0	0	0
0.746	1	2	75	7	4	28	549	0	0	0
0.747	1	3	75	8	1	28	549	0	0	0
0.747	1	1	75	8	2	28	549	0	0	0
0.747	1	4	75	8	3	28	549	0	0	0
0.747	1	2	75	8	4	28	549	0	0	0
0.748	1	3	75	9	1	28	549	0	0	0
0.748	1	1	75	9	2	28	549	0	0	0
0.748	1	4	75	9	3	28	549	0	0	0
0.748	1	2	75	9	4	28	549	0	0	0
0.749	1	3	75	10	1	28	549	0	0	0
0.749	1	1	75	10	2	28	549	0	0	0
0.749	1	4	75	10	3	28	549	0	0	0
0.749	1	2	75	10	4	28	549	0	0	0
0.75	1	3	76	1	1	28	549	0	0	0
0.75	1	1	76	1	2	28	549	0	0	0
0.75	1	4	76	1	3	28	549	0	0	0
0.75	1	2	76	1	4	28	549	0	0	0
0.751	1	3	76	2	1	28	549	0	0	0
0.751	1	1	76	2	2	28	549	0	0	0
0.751	1	4	76	2	3	28	549	0	0	0
0.751	1	2	76	2	4	28	549	0	0	0
0.752	1	3	76	3	1	28	549	0	0	0
0.752	1	1	76	3	2	28	549	0	0	0
0.752	1	4	76	3	3	28	549	0	0	0
0.752	1	2	76	3	4	28	549	0	0	0
0.753	1	3	76	4	1	28	549	0	0	0
0.753	1	1	76	4	2	28	549	0	0	0
0.753	1	4	76	4	3	28	549	0	0	0
0.753	1	2	76	4	4	28	549	0	0	0
0.754	1	3	76	5	1	28	549	0	0	0
0.754	1	1	76	5	2	28	549	0	0	0
0.754	1	4	76	5	3	28	549	0	0	0
0.754	1	2	76	5	4	28	549	0	0	0
0.755	1	3	76	6	1	28	549	0	0	0
0.755	1	1	76	6	2	28	549	0	0	0
0.755	1	4	76	6	3	28	549	0	0	0
0.755	1	2	76	6	4	28	549	0	0	0
0.756	1	3	76	7	1	28	549	0	0	0
0.756	1	1	76	7	2	28	549	0	0	0
0.756	1	4	76	7	3	28	549	0	0	0
0.756	1	2	76	7	4	28	549	0	0	0
0.757	1	3	76	8	1	28	549	0	0	0
0.757	1	1	76	8	2	28	549	0	0	0
0.757	1	4	76	8	3	28	549	0	0	0
0.757	1	2	76	8	4	28	549	0	0	0
0.758	1	3	76	9	1	28	549	0	0	0
0.758	1	1	76	9	2	28	549	0	0	0
0.758	1	4	76	9	3	28	549	0	0	0
0.758	1	2	76	9	4	28	549	0	0	0
0.759	1	3	76	10	1	28	549	0	0	0
0.759	1	1	76	10	2	28	549	0	0	0
0.759	1	4	76	10	3	28	549	0	0	0
0.759	1	2	76	10	4	28	549	0	0	0
0.76	1	3	77	1	1	28	549	0	0	0
0.76	1	1	77	1	2	28	549	0	0	0
0.76	1	4	77	1	3	28	549	0	0	0
0.76	1	2	77	1	4	28	549	0	0	0
0.761	1	3	77	2	1	28	549	0	0	0
0.761	1	1	77	2	2	28	549	0	0	0
0.761	1	4	77	2	3	28	549	0	0	0
0.761	1	2	77	2	4	28	549	0	0	0
0.762	1	3	77	3	1	28	549	0	0	0
0.762	1	1	77	3	2	28	549	0	0	0
0.762	1	4	77	3	3	28	549	0	0	0
0.762	1	2	77	3	4	28	549	0	0	0
0.763	1	3	77	4	1	28	549	0	0	0
0.763	1	1	77	4	2	28	549	0	0	0
0.763	1	4	77	4	3	28	549	0	0	0
0.763	1	2	77	4	4	28	549	0	0	0
0.764	1	3	77	5	1	28	549	0	0	0
0.764	1	1	77	5	2	28	549	0	0	0
0.764	1	4	77	5	3	28	549	0	0	0
0.764	1	2	77	5	4	28	549	0	0	0
0.765	1	3	77	6	1	28	549	0	0	0
0.765	1	1	77	6	2	28	549	0	0	0
0.765	1	4	77	6	3	28	549	0	0	0
0.765	1	2	77	6	4	28	549	0	0	0
0.766	1	3	77	7	1	28	549	0	0	0
0.766	1	1	77	7	2	28	549	0	0	0
0.766	1	4	77	7	3	28	549	0	0	0
0.766	1	2	77	7	4	28	549	0	0	0
0.767	1	3	77	8	1	28	549	0	0	0
0.767	1	1	77	8	2	28	549	0	0	0
0.767	1	4	77	8	3	28	549	0	0	0
0.767	1	2	77	8	4	28	549	0	0	0
0.768	1	3	77	9	1	28	549	0	0	0
0.768	1	1	77	9	2	28	549	0	0	0
0.768	1	4	77	9	3	28	549	0	0	0
0.768	1	2	77	9	4	28	549	0	0	0
0.769	1	3	77	10	1	28	549	0	0	0
0.769	1	1	77	10	2	28	549	0	0	0
0.769	1	4	77	10	3	28	549	0	0	0
0.769	1	2	77	10	4	28	549	0	0	0
0.77	1	3	78	1	1	28	549	0	0	0
0.77	1	1	78	1	2	28	549	0	0	0
0.77	1	4	78	1	3	28	549	0	0	0
0.77	1	2	78	1	4	28	549	0	0	0
0.771	1	3	78	2	1	28	549	0	0	0
0.771	1	1	78	2	2	28	549	0	0	0
0.771	1	4	78	2	3	28	549	0	0	0
0.771	1	2	78	2	4	28	549	0	0	0
0.772	1	3	78	3	1	28	549	0	0	0
0.772	1	1	78	3	2	28	549	0	0	0
0.772	1	4	78	3	3	28	549	0	0	0
0.772	1	2	78	3	4	28	549	0	0	0
0.773	1	3	78	4	1	28	549	0	0	0
0.773	1	1	78	4	2	28	549	0	0	0
0.773	1	4	78	4	3	28	549	0	0	0
0.773	1	2	78	4	4	28	549	0	0	0
0.774	1	3	78	5	1	28	549	0	0	0
0.774	1	1	78	5	2	28	549	0	0	0
0.774	1	4	78	5	3	28	549	0	0	0
0.774	1	2	78	5	4	28	549	0	0	0
0.775	1	3	78	6	1	28	549	0	0	0
0.775	1	1	78	6	2	28	549	0	0	0
0.775	1	4	78	6	3	28	549	0	0	0
0.775	1	2	78	6	4	28	549	0	0	0
0.776	1	3	78	7	1	28	549	0	0	0
0.776	1	1	78	7	2	28	549	0	0	0
0.776	1	4	78	7	3	28	549	0	0	0
0.776	1	2	78	7	4	28	549	0	0	0
0.777	1	3	78	8	1	28	549	0	0	0
0.777	1	1	78	8	2	28	549	0	0	0
0.777	1	4	78	8	3	28	549	0	0	0
0.777	1	2	78	8	4	28	549	0	0	0
0.778	1	3	78	9	1	28	549	0	0	0
0.778	1	1	78	9	2	28	549	0	0	0
0.778	1	4	78	9	3	28	549	0	0	0
0.778	1	2	78	9	4	28	549	0	0	0
0.779	1	3	78	10	1	28	549	0	0	0
0.779	1	1	78	10	2	28	549	0	0	0
0.779	1	4	78	10	3	28	549	0	0	0
0.779	1	2	78	10	4	28	549	0	0	0
0.78	1	3	79	1	1	28	549	0	0	0
0.78	1	1	79	1	2	28	549	0	0	0
0.78	1	4	79	1	3	28	549	0	0	0
0.78	1	2	79	1	4	28	549	0	0	0
0.781	1	3	79	2	1	28	549	0	0	0
0.781	1	1	79	2	2	28	549	0	0	0
0.781	1	4	79	2	3	28	549	0	0	0
0.781	1	2	79	2	4	28	549	0	0	0
0.782	1	3	79	3	1	28	549	0	0	0
0.782	1	1	79	3	2	28	549	0	0	0
0.782	1	4	79	3	3	28	549	0	0	0
0.782	1	2	79	3	4	28	549	0	0	0
0.783	1	3	79	4	1	28	549	0	0	0
0.783	1	1	79	4	2	28	549	0	0	0
0.783	1	4	79	4	3	28	549	0	0	0
0.783	1	2	79	4	4	28	549	0	0	0
0.784	1	3	79	5	1	28	549	0	0	0
0.784	1	1	79	5	2	28	549	0	0	0
0.784	1	4	79	5	3	28	549	0	0	0
0.784	1	2	79	5	4	28	549	0	0	0
0.785	1	3	79	6	1	28	549	0	0	0
0.785	1	1	79	6	2	28	549	0	0	0
0.785	1	4	79	6	3	28	549	0	0	0
0.785	1	2	79	6	4	28	549	0	0	0
0.786	1	3	79	7	1	28	549	0	0	0
0.786	1	1	79	7	2	28	549	0	0	0
0.786	1	4	79	7	3	28	549	0	0	0
0.786	1	2	79	7	4	28	549	0	0	0
0.787	1	3	79	8	1	28	549	0	0	0
0.787	1	1	79	8	2	28	549	0	0	0
0.787	1	4	79	8	3	28	549	0	0	0
0.787	1	2	79	8	4	28	549	0	0	0
0.788	1	3	79	9	1	28	549	0	0	0
0.788	1	1	79	9	2	28	549	0	0	0
0.788	1	4	79	9	3	28	549	0	0	0
0.788	1	2	79	9	4	28	549	0	0	0
0.789	1	3	79	10	1	28	549	0	0	0
0.789	1	1	79	10	2	28	549	0	0	0
0.789	1	4	79	10	3	28	549	0	0	0
0.789	1	2	79	10	4	28	549	0	0	0
0.79	1	3	80	1	1	28	549	0	0	0
0.79	1	1	80	1	2	28	549	0	0	0
0.79	1	4	80	1	3	28	549	0	0	0
0.79	1	2	80	1	4	28	549	0	0	0
0.791	1	3	80	2	1	28	549	0	0	0
0.791	1	1	80	2	2	28	549	0	0	0
0.791	1	4	80	2	3	28	549	0	0	0
0.791	1	2	80	2	4	28	549	0	0	0
0.792	1	3	80	3	1	28	549	0	0	0
0.792	1	1	80	3	2	28	549	0	0	0
0.792	1	4	80	3	3	28	549	0	0	0
0.792	1	2	80	3	4	28	549	0	0	0
0.793	1	3	80	4	1	28	549	0	0	0
0.793	1	1	80	4	2	28	549	0	0	0
0.793	1	4	80	4	3	28	549	0	0	0
0.793	1	2	80	4	4	28	549	0	0	0
0.794	1	3	80	5	1	28	549	0	0	0
0.794	1	1	80	5	2	28	549	0	0	0
0.794	1	4	80	5	3	28	549	0	0	0
0.794	1	2	80	5	4	28	549	0	0	0
0.795	1	3	80	6	1	28	549	0	0	0
0.795	1	1	80	6	2	28	549	0	0	0
0.795	1	4	80	6	3	28	549	0	0	0
0.795	1	2	80	6	4	28	549	0	0	0
0.796	1	3	80	7	1	28	549	0	0	0
0.796	1	1	80	7	2	28	549	0	0	0
0.796	1	4	80	7	3	28	549	0	0	0
0.796	1	2	80	7	4	28	549	0	0	0
0.797	1	3	80	8	1	28	549	0	0	0
0.797	1	1	80	8	2	28	549	0	0	0
0.797	1	4	80	8	3	28	549	0	0	0
0.797	1	2	80	8	4	28	549	0	0	0
0.798	1	3	80	9	1	28	549	0	0	0
0.798	1	1	80	9	2	28	549	0	0	0
0.798	1	4	80	9	3	28	549	0	0	0
0.798	1	2	80	9	4	28	549	0	0	0
0.799	1	3	80	10	1	28	549	0	0	0
0.799	1	1	80	10	2	28	549	0	0	0
0.799	1	4	80	10	3	28	549	0	0	0
0.799	1	2	80	10	4	28	549	0	0	0
0.8	1	3	81	1	1	28	549	0	0	0
0.8	1	1	81	1	2	28	549	0	0	0
0.8	1	4	81	1	3	28	549	0	0	0
0.8	1	2	81	1	4	28	549	0	0	0
0.801	1	3	81	2	1	28	549	0	0	0
0.801	1	1	81	2	2	28	549	0	0	0
0.801	1	4	81	2	3	28	549	0	0	0
0.801	1	2	81	2	4	28	549	0	0	0
0.802	1	3	81	3	1	28	549	0	0	0
0.802	1	1	81	3	2	28	549	0	0	0
0.802	1	4	81	3	3	28	549	0	0	0
0.802	1	2	81	3	4	28	549	0	0	0
0.803	1	3	81	4	1	28	549	0	0	0
0.803	1	1	81	4	2	28	549	0	0	0
0.803	1	4	81	4	3	28	549	0	0	0
0.803	1	2	81	4	4	28	549	0	0	0
0.804	1	3	81	5	1	28	549	0	0	0
0.804	1	1	81	5	2	28	549	0	0	0
0.804	1	4	81	5	3	28	549	0	0	0
0.804	1	2	81	5	4	28	549	0	0	0
0.805	1	3	81	6	1	28	549	0	0	0
0.805	1	1	81	6	2	28	549	0	0	0
0.805	1	4	81	6	3	28	549	0	0	0
0.805	1	2	81	6	4	28	549	0	0	0
0.806	1	3	81	7	1	28	549	0	0	0
0.806	1	1	81	7	2	28	549	0	0	0
0.806	1	4	81	7	3	28	549	0	0	0
0.806	1	2	81	7	4	28	549	0	0	0
0.807	1	3	81	8	1	28	549	0	0	0
0.807	1	1	81	8	2	28	549	0	0	0
0.807	1	4	81	8	3	28	549	0	0	0
0.807	1	2	81	8	4	28	549	0	0	0
0.808	1	3	81	9	1	28	549	0	0	0
0.808	1	1	81	9	2	28	549	0	0	0
0.808	1	4	81	9	3	28	549	0	0	0
0.808	1	2	81	9	4	28	549	0	0	0
0.809	1	3	81	10	1	28	549	0	0	0
0.809	1	1	81	10	2	28	549	0	0	0
0.809	1	4	81	10	3	28	549	0	0	0
0.809	1	2	81	10	4	28	549	0	0	0
0.81	1	3	82	1	1	28	549	0	0	0
0.81	1	1	82	1	2	28	549	0	0	0
0.81	1	4	82	1	3	28	549	0	0	0
0.81	1	2	82	1	4	28	549	0	0	0
0.811	1	3	82	2	1	28	549	0	0	0
0.811	1	1	82	2	2	28	549	0	0	0
0.811	1	4	82	2	3	28	549	0	0	0
0.811	1	2	82	2	4	28	549	0	0	0
0.812	1	3	82	3	1	28	549	0	0	0
0.812	1	1	82	3	2	28	549	0	0	0
0.812	1	4	82	3	3	28	549	0	0	0
0.812	1	2	82	3	4	28	549	0	0	0
0.813	1	3	82	4	1	28	549	0	0	0
0.813	1	1	82	4	2	28	549	0	0	0
0.813	1	4	82	4	3	28	549	0	0	0
0.813	1	2	82	4	4	28	549	0	0	0
