Time	IMSI	SINR (dB)
0.103571	2	1	0	259.482	0
3.10357	2	1	0	817.724	0
9.10357	2	1	0	307299	0
9.21357	2	1	0	253407	0
9.21407	2	1	0	259358	0
9.21457	2	1	0	258185	0
9.21507	2	1	0	262077	0
9.21557	2	1	0	263221	0
9.21607	2	1	0	267334	0
9.21657	2	1	0	267423	0
9.21707	2	1	0	267681	0
9.21757	2	1	0	267581	0
9.21807	2	1	0	270378	0
9.22457	2	1	0	272438	0
9.22507	2	1	0	281055	0
9.22557	2	1	0	284164	0
9.22607	2	1	0	278793	0
9.22657	2	1	0	272873	0
9.22707	2	1	0	277279	0
9.22757	2	1	0	277732	0
9.22807	2	1	0	277536	0
9.22857	2	1	0	273296	0
9.22907	2	1	0	280139	0
9.22957	2	1	0	282561	0
9.23007	2	1	0	278369	0
9.23057	2	1	0	281742	0
9.23507	2	1	0	278494	0
9.23557	2	1	0	274909	0
9.23607	2	1	0	271443	0
9.23657	2	1	0	276027	0
9.23707	2	1	0	272283	0
9.23757	2	1	0	269795	0
9.23807	2	1	0	265215	0
9.23857	2	1	0	271141	0
9.23907	2	1	0	271746	0
9.23957	2	1	0	267534	0
9.24007	2	1	0	265239	0
9.24057	2	1	0	261576	0
9.24107	2	1	0	265784	0
9.24157	2	1	0	269129	0
9.24207	2	1	0	262407	0
9.24257	2	1	0	265452	0
9.24307	2	1	0	268816	0
9.24357	2	1	0	265590	0
9.24407	2	1	0	269054	0
9.24457	2	1	0	268806	0
9.24557	2	1	0	268192	0
9.24607	2	1	0	273864	0
9.24657	2	1	0	276069	0
9.24707	2	1	0	283124	0
9.24757	2	1	0	288400	0
9.24807	2	1	0	280956	0
9.24857	2	1	0	278976	0
9.24907	2	1	0	275506	0
9.24957	2	1	0	267798	0
9.25007	2	1	0	275118	0
9.25057	2	1	0	275789	0
9.25107	2	1	0	269447	0
9.25157	2	1	0	268851	0
9.25207	2	1	0	274313	0
9.25257	2	1	0	281839	0
9.25307	2	1	0	274772	0
9.25357	2	1	0	274618	0
9.25407	2	1	0	269088	0
9.25457	2	1	0	258828	0
9.25507	2	1	0	260652	0
9.25557	2	1	0	264823	0
9.25607	2	1	0	263438	0
9.25657	2	1	0	264570	0
9.25707	2	1	0	261281	0
9.25757	2	1	0	263675	0
9.25807	2	1	0	266254	0
9.25857	2	1	0	267852	0
9.25907	2	1	0	275929	0
9.25957	2	1	0	272615	0
9.26007	2	1	0	279507	0
9.26057	2	1	0	279710	0
9.26107	2	1	0	282560	0
9.26157	2	1	0	275943	0
9.26207	2	1	0	265232	0
9.26257	2	1	0	273220	0
9.26307	2	1	0	264597	0
9.26357	2	1	0	262065	0
9.26407	2	1	0	258068	0
9.26457	2	1	0	260172	0
9.26507	2	1	0	265768	0
9.26557	2	1	0	267489	0
9.26607	2	1	0	268323	0
9.26657	2	1	0	271017	0
9.26707	2	1	0	276197	0
9.26757	2	1	0	272881	0
9.26807	2	1	0	280923	0
9.26857	2	1	0	281412	0
9.26907	2	1	0	277440	0
9.26957	2	1	0	283647	0
9.27007	2	1	0	274740	0
9.27057	2	1	0	275203	0
9.27107	2	1	0	279691	0
9.27157	2	1	0	276166	0
9.27207	2	1	0	274653	0
9.27257	2	1	0	280427	0
9.27307	2	1	0	284604	0
9.27357	2	1	0	283589	0
9.27407	2	1	0	292078	0
9.27457	2	1	0	288231	0
9.27507	2	1	0	280263	0
9.27557	2	1	0	269749	0
9.27607	2	1	0	267990	0
9.27657	2	1	0	261275	0
9.27707	2	1	0	262199	0
9.27757	2	1	0	264464	0
9.27807	2	1	0	261855	0
9.27857	2	1	0	256509	0
9.27907	2	1	0	254883	0
9.27957	2	1	0	258437	0
9.28007	2	1	0	260829	0
9.28057	2	1	0	254758	0
9.28107	2	1	0	253310	0
9.28157	2	1	0	252867	0
9.28207	2	1	0	244444	0
9.28257	2	1	0	239176	0
9.28307	2	1	0	239160	0
9.28357	2	1	0	240223	0
9.28407	2	1	0	238549	0
9.28457	2	1	0	237806	0
9.28507	2	1	0	235300	0
9.28557	2	1	0	228767	0
9.28607	2	1	0	230215	0
9.28657	2	1	0	233502	0
9.28707	2	1	0	232069	0
9.28757	2	1	0	237367	0
9.28807	2	1	0	236970	0
9.28857	2	1	0	243928	0
9.28907	2	1	0	241015	0
9.28957	2	1	0	246010	0
9.29007	2	1	0	243747	0
9.29057	2	1	0	242185	0
9.29107	2	1	0	245526	0
9.29157	2	1	0	243923	0
9.29207	2	1	0	245247	0
9.29257	2	1	0	247829	0
9.29307	2	1	0	245000	0
9.29357	2	1	0	243058	0
9.29407	2	1	0	245161	0
9.29457	2	1	0	243774	0
9.29507	2	1	0	236621	0
9.29557	2	1	0	242889	0
9.29607	2	1	0	241086	0
9.29657	2	1	0	239025	0
9.29707	2	1	0	237736	0
9.29757	2	1	0	233318	0
9.29807	2	1	0	235737	0
9.29857	2	1	0	233277	0
9.29907	2	1	0	233295	0
9.29957	2	1	0	230069	0
9.30007	2	1	0	230334	0
9.30057	2	1	0	233640	0
9.30107	2	1	0	233564	0
9.30157	2	1	0	231837	0
9.30207	2	1	0	224235	0
9.30257	2	1	0	221370	0
9.30307	2	1	0	219579	0
9.30357	2	1	0	221152	0
9.30407	2	1	0	224132	0
9.30457	2	1	0	222601	0
9.30507	2	1	0	224146	0
9.30557	2	1	0	227250	0
9.30607	2	1	0	229829	0
9.30657	2	1	0	221872	0
9.30707	2	1	0	224612	0
9.30757	2	1	0	223803	0
9.30807	2	1	0	225345	0
9.30857	2	1	0	228268	0
9.30907	2	1	0	225222	0
9.30957	2	1	0	219027	0
9.31007	2	1	0	219796	0
9.31057	2	1	0	222061	0
9.31107	2	1	0	219073	0
9.31157	2	1	0	220069	0
9.31207	2	1	0	219668	0
9.31257	2	1	0	222045	0
9.31307	2	1	0	226396	0
9.31357	2	1	0	229899	0
9.31407	2	1	0	231116	0
9.31457	2	1	0	228466	0
9.31507	2	1	0	221910	0
9.31557	2	1	0	220314	0
9.31607	2	1	0	219446	0
9.31657	2	1	0	222115	0
9.31707	2	1	0	220382	0
9.31757	2	1	0	227980	0
9.31807	2	1	0	231081	0
9.31857	2	1	0	231769	0
9.31907	2	1	0	235177	0
9.31957	2	1	0	236670	0
9.32007	2	1	0	237976	0
9.32057	2	1	0	227732	0
9.32107	2	1	0	227051	0
9.32157	2	1	0	221243	0
9.32207	2	1	0	219547	0
9.32257	2	1	0	219315	0
9.32307	2	1	0	217167	0
9.32357	2	1	0	225238	0
9.32407	2	1	0	225122	0
9.32457	2	1	0	221310	0
9.32507	2	1	0	218370	0
9.32557	2	1	0	213091	0
9.32607	2	1	0	213381	0
9.32657	2	1	0	212220	0
9.32707	2	1	0	214071	0
9.32757	2	1	0	213107	0
9.32807	2	1	0	216629	0
9.32857	2	1	0	214829	0
9.32907	2	1	0	218152	0
9.32957	2	1	0	219378	0
9.33007	2	1	0	223989	0
9.33057	2	1	0	219924	0
9.33107	2	1	0	225288	0
9.33157	2	1	0	219491	0
9.33207	2	1	0	215311	0
9.33257	2	1	0	222849	0
9.33307	2	1	0	221110	0
9.33357	2	1	0	222337	0
9.33407	2	1	0	222546	0
9.33457	2	1	0	222088	0
9.33507	2	1	0	220419	0
9.33557	2	1	0	219515	0
9.33607	2	1	0	222398	0
9.33657	2	1	0	226311	0
9.33707	2	1	0	225057	0
9.33757	2	1	0	223129	0
9.33807	2	1	0	225410	0
9.33857	2	1	0	218705	0
9.33907	2	1	0	216730	0
9.33957	2	1	0	215302	0
9.34007	2	1	0	218145	0
9.34057	2	1	0	214690	0
9.34107	2	1	0	215046	0
9.34157	2	1	0	215376	0
9.34207	2	1	0	213957	0
9.34257	2	1	0	214594	0
9.34307	2	1	0	214755	0
9.34357	2	1	0	208545	0
9.34407	2	1	0	217029	0
9.34457	2	1	0	214097	0
9.34507	2	1	0	213877	0
9.34557	2	1	0	221762	0
9.34607	2	1	0	226492	0
9.34657	2	1	0	228227	0
9.34707	2	1	0	227910	0
9.34757	2	1	0	227529	0
9.34807	2	1	0	227299	0
9.34857	2	1	0	234189	0
9.34907	2	1	0	233592	0
9.34957	2	1	0	233584	0
9.35007	2	1	0	235297	0
9.35057	2	1	0	235859	0
9.35107	2	1	0	232585	0
9.35157	2	1	0	233021	0
9.35207	2	1	0	226538	0
9.35257	2	1	0	219643	0
9.35307	2	1	0	218147	0
9.35357	2	1	0	220934	0
9.35407	2	1	0	223940	0
9.35457	2	1	0	218771	0
9.35507	2	1	0	219190	0
9.35557	2	1	0	219226	0
9.35607	2	1	0	220330	0
9.35657	2	1	0	218639	0
9.35707	2	1	0	220944	0
9.35757	2	1	0	218730	0
9.35807	2	1	0	221753	0
9.35857	2	1	0	221417	0
9.35907	2	1	0	218340	0
9.35957	2	1	0	215521	0
9.36007	2	1	0	216120	0
9.36057	2	1	0	216781	0
9.36107	2	1	0	217427	0
9.36157	2	1	0	217778	0
9.36207	2	1	0	217271	0
9.36257	2	1	0	215484	0
9.36307	2	1	0	222433	0
9.36357	2	1	0	225786	0
9.36407	2	1	0	227715	0
9.36457	2	1	0	227739	0
9.36507	2	1	0	227059	0
9.36557	2	1	0	225034	0
9.36607	2	1	0	221842	0
9.36657	2	1	0	225097	0
9.36707	2	1	0	218354	0
9.36757	2	1	0	217114	0
9.36807	2	1	0	219625	0
9.36857	2	1	0	221836	0
9.36907	2	1	0	220001	0
9.36957	2	1	0	222157	0
9.37007	2	1	0	220923	0
9.37057	2	1	0	217087	0
9.37107	2	1	0	216283	0
9.37157	2	1	0	214626	0
9.37207	2	1	0	214420	0
9.37257	2	1	0	211284	0
9.37307	2	1	0	214636	0
9.37357	2	1	0	217885	0
9.37407	2	1	0	217461	0
9.37457	2	1	0	215276	0
9.37507	2	1	0	216566	0
9.37557	2	1	0	212680	0
9.37607	2	1	0	217468	0
9.37657	2	1	0	212324	0
9.37707	2	1	0	211235	0
9.37757	2	1	0	208145	0
9.37807	2	1	0	207832	0
9.37857	2	1	0	208303	0
9.37907	2	1	0	208393	0
9.37957	2	1	0	205011	0
9.38007	2	1	0	201538	0
9.38057	2	1	0	202213	0
9.38107	2	1	0	203073	0
9.38157	2	1	0	203845	0
9.38207	2	1	0	202834	0
9.38257	2	1	0	204410	0
9.38307	2	1	0	201470	0
9.38357	2	1	0	204100	0
9.38407	2	1	0	204064	0
9.38457	2	1	0	202378	0
9.38507	2	1	0	198275	0
9.38557	2	1	0	198726	0
9.38607	2	1	0	200768	0
9.38657	2	1	0	191849	0
9.38707	2	1	0	193174	0
9.38757	2	1	0	189090	0
9.38807	2	1	0	181670	0
9.38857	2	1	0	180287	0
9.38907	2	1	0	181868	0
9.38957	2	1	0	184411	0
9.39007	2	1	0	181371	0
9.39057	2	1	0	175390	0
9.39107	2	1	0	175216	0
9.39157	2	1	0	170080	0
9.39207	2	1	0	172354	0
9.39257	2	1	0	173811	0
9.39307	2	1	0	171213	0
9.39357	2	1	0	168400	0
9.39407	2	1	0	170622	0
9.39457	2	1	0	170374	0
9.39507	2	1	0	172670	0
9.39557	2	1	0	171690	0
9.39607	2	1	0	169421	0
9.39657	2	1	0	169169	0
9.39707	2	1	0	165502	0
9.39757	2	1	0	165574	0
9.39807	2	1	0	163652	0
9.39857	2	1	0	158555	0
9.39907	2	1	0	154142	0
9.39957	2	1	0	152895	0
9.40007	2	1	0	152869	0
9.40057	2	1	0	150776	0
9.40107	2	1	0	149346	0
9.40157	2	1	0	145973	0
9.40207	2	1	0	149102	0
9.40257	2	1	0	148588	0
9.40307	2	1	0	150478	0
9.40357	2	1	0	155365	0
9.40407	2	1	0	156743	0
9.40457	2	1	0	158110	0
9.40507	2	1	0	155535	0
9.40557	2	1	0	152419	0
9.40607	2	1	0	152937	0
9.40657	2	1	0	154666	0
9.40707	2	1	0	153347	0
9.40757	2	1	0	155731	0
9.40807	2	1	0	153562	0
9.40857	2	1	0	151661	0
9.40907	2	1	0	145803	0
9.40957	2	1	0	147965	0
9.41007	2	1	0	148097	0
9.41057	2	1	0	153782	0
9.41107	2	1	0	153069	0
9.41157	2	1	0	153254	0
9.41207	2	1	0	155460	0
9.41257	2	1	0	157097	0
9.41307	2	1	0	151605	0
9.41357	2	1	0	151594	0
9.41407	2	1	0	149787	0
9.41457	2	1	0	151354	0
9.41507	2	1	0	155252	0
9.41557	2	1	0	159492	0
9.41607	2	1	0	156772	0
9.41657	2	1	0	156422	0
9.41707	2	1	0	156490	0
9.41757	2	1	0	159423	0
9.41807	2	1	0	159119	0
9.41857	2	1	0	161185	0
9.41907	2	1	0	161855	0
9.41957	2	1	0	160770	0
9.42007	2	1	0	164725	0
9.42057	2	1	0	164000	0
9.42107	2	1	0	163930	0
9.42157	2	1	0	163902	0
9.42207	2	1	0	165237	0
9.42257	2	1	0	165414	0
9.42307	2	1	0	166351	0
9.42357	2	1	0	166797	0
9.42407	2	1	0	168806	0
9.42457	2	1	0	168859	0
9.42507	2	1	0	164436	0
9.42557	2	1	0	162404	0
9.42607	2	1	0	162290	0
9.42657	2	1	0	162946	0
9.42707	2	1	0	164722	0
9.42757	2	1	0	165174	0
9.42807	2	1	0	163891	0
9.42857	2	1	0	163789	0
9.42907	2	1	0	161185	0
9.42957	2	1	0	159300	0
9.43007	2	1	0	157121	0
9.43057	2	1	0	156158	0
9.43107	2	1	0	154656	0
9.43157	2	1	0	158966	0
9.43207	2	1	0	157194	0
9.43257	2	1	0	159508	0
9.43307	2	1	0	154965	0
9.43357	2	1	0	157846	0
9.43407	2	1	0	163917	0
9.43457	2	1	0	169196	0
9.43507	2	1	0	172773	0
9.43557	2	1	0	173556	0
9.43607	2	1	0	174485	0
9.43657	2	1	0	176275	0
9.43707	2	1	0	175909	0
9.43757	2	1	0	175738	0
9.43807	2	1	0	177742	0
9.43857	2	1	0	174382	0
9.43907	2	1	0	175487	0
9.43957	2	1	0	175912	0
9.44007	2	1	0	177326	0
9.44057	2	1	0	178061	0
9.44107	2	1	0	180615	0
9.44157	2	1	0	182854	0
9.44207	2	1	0	180141	0
9.44257	2	1	0	182480	0
9.44307	2	1	0	188093	0
9.44357	2	1	0	189175	0
9.44407	2	1	0	189666	0
9.44457	2	1	0	192828	0
9.44507	2	1	0	190632	0
9.44557	2	1	0	190999	0
9.44607	2	1	0	187313	0
9.44657	2	1	0	187329	0
9.44707	2	1	0	184400	0
9.44757	2	1	0	179799	0
9.44807	2	1	0	178229	0
9.44857	2	1	0	180037	0
9.44907	2	1	0	180080	0
9.44957	2	1	0	177956	0
9.45007	2	1	0	176498	0
9.45057	2	1	0	174847	0
9.45107	2	1	0	176088	0
9.45157	2	1	0	177310	0
9.45207	2	1	0	178863	0
9.45257	2	1	0	172819	0
9.45307	2	1	0	171011	0
9.45357	2	1	0	170412	0
9.45407	2	1	0	172146	0
9.45457	2	1	0	174477	0
9.45507	2	1	0	175168	0
9.45557	2	1	0	176298	0
9.45607	2	1	0	175643	0
9.45657	2	1	0	177428	0
9.45707	2	1	0	175153	0
9.45757	2	1	0	176389	0
9.45807	2	1	0	175933	0
9.45857	2	1	0	177025	0
9.45907	2	1	0	175274	0
9.45957	2	1	0	175756	0
9.46007	2	1	0	173047	0
9.46057	2	1	0	176353	0
