Time	Entity	Frame	SF	Slot	nodeId	RNTI	bwpId	Harq ID	K1 Delay
9.98096	HARQ FD Txed	998	0	1	2	1	0	16	2
9.98104	DL DCI Rxed	998	1	0	2	1	0	18	2
9.98146	HARQ FD Txed	998	1	0	2	1	0	15	2
9.98154	DL DCI Rxed	998	1	1	2	1	0	17	2
9.98196	HARQ FD Txed	998	1	1	2	1	0	19	2
9.98204	DL DCI Rxed	998	2	0	2	1	0	16	2
9.98246	HARQ FD Txed	998	2	0	2	1	0	18	2
9.98254	DL DCI Rxed	998	2	1	2	1	0	15	2
9.98296	HARQ FD Txed	998	2	1	2	1	0	17	2
9.98304	DL DCI Rxed	998	3	0	2	1	0	19	2
9.98346	HARQ FD Txed	998	3	0	2	1	0	16	2
9.98354	DL DCI Rxed	998	3	1	2	1	0	18	2
9.98396	HARQ FD Txed	998	3	1	2	1	0	15	2
9.98404	DL DCI Rxed	998	4	0	2	1	0	17	2
9.98446	HARQ FD Txed	998	4	0	2	1	0	19	2
9.98454	DL DCI Rxed	998	4	1	2	1	0	16	2
9.98496	HARQ FD Txed	998	4	1	2	1	0	18	2
9.98504	DL DCI Rxed	998	5	0	2	1	0	15	2
9.98546	HARQ FD Txed	998	5	0	2	1	0	17	2
9.98554	DL DCI Rxed	998	5	1	2	1	0	19	2
9.98596	HARQ FD Txed	998	5	1	2	1	0	16	2
9.98604	DL DCI Rxed	998	6	0	2	1	0	18	2
9.98646	HARQ FD Txed	998	6	0	2	1	0	15	2
9.98654	DL DCI Rxed	998	6	1	2	1	0	17	2
9.98696	HARQ FD Txed	998	6	1	2	1	0	19	2
9.98704	DL DCI Rxed	998	7	0	2	1	0	16	2
9.98746	HARQ FD Txed	998	7	0	2	1	0	18	2
9.98754	DL DCI Rxed	998	7	1	2	1	0	15	2
9.98796	HARQ FD Txed	998	7	1	2	1	0	17	2
9.98804	DL DCI Rxed	998	8	0	2	1	0	19	2
9.98846	HARQ FD Txed	998	8	0	2	1	0	16	2
9.98854	DL DCI Rxed	998	8	1	2	1	0	18	2
9.98896	HARQ FD Txed	998	8	1	2	1	0	15	2
9.98904	DL DCI Rxed	998	9	0	2	1	0	17	2
9.98946	HARQ FD Txed	998	9	0	2	1	0	19	2
9.98954	DL DCI Rxed	998	9	1	2	1	0	16	2
9.98996	HARQ FD Txed	998	9	1	2	1	0	18	2
9.99004	DL DCI Rxed	999	0	0	2	1	0	15	2
9.99046	HARQ FD Txed	999	0	0	2	1	0	17	2
9.99054	DL DCI Rxed	999	0	1	2	1	0	19	2
9.99096	HARQ FD Txed	999	0	1	2	1	0	16	2
9.99104	DL DCI Rxed	999	1	0	2	1	0	18	2
9.99146	HARQ FD Txed	999	1	0	2	1	0	15	2
9.99154	DL DCI Rxed	999	1	1	2	1	0	17	2
9.99196	HARQ FD Txed	999	1	1	2	1	0	19	2
9.99204	DL DCI Rxed	999	2	0	2	1	0	16	2
9.99246	HARQ FD Txed	999	2	0	2	1	0	18	2
9.99254	DL DCI Rxed	999	2	1	2	1	0	15	2
9.99296	HARQ FD Txed	999	2	1	2	1	0	17	2
9.99304	DL DCI Rxed	999	3	0	2	1	0	19	2
9.99346	HARQ FD Txed	999	3	0	2	1	0	16	2
9.99354	DL DCI Rxed	999	3	1	2	1	0	18	2
9.99396	HARQ FD Txed	999	3	1	2	1	0	15	2
9.99404	DL DCI Rxed	999	4	0	2	1	0	17	2
9.99446	HARQ FD Txed	999	4	0	2	1	0	19	2
9.99454	DL DCI Rxed	999	4	1	2	1	0	16	2
9.99496	HARQ FD Txed	999	4	1	2	1	0	18	2
9.99504	DL DCI Rxed	999	5	0	2	1	0	15	2
9.99546	HARQ FD Txed	999	5	0	2	1	0	17	2
9.99554	DL DCI Rxed	999	5	1	2	1	0	19	2
9.99596	HARQ FD Txed	999	5	1	2	1	0	16	2
9.99604	DL DCI Rxed	999	6	0	2	1	0	18	2
9.99646	HARQ FD Txed	999	6	0	2	1	0	15	2
9.99654	DL DCI Rxed	999	6	1	2	1	0	17	2
9.99696	HARQ FD Txed	999	6	1	2	1	0	19	2
9.99704	DL DCI Rxed	999	7	0	2	1	0	16	2
9.99746	HARQ FD Txed	999	7	0	2	1	0	18	2
9.99754	DL DCI Rxed	999	7	1	2	1	0	15	2
9.99796	HARQ FD Txed	999	7	1	2	1	0	17	2
9.99804	DL DCI Rxed	999	8	0	2	1	0	19	2
9.99846	HARQ FD Txed	999	8	0	2	1	0	16	2
9.99854	DL DCI Rxed	999	8	1	2	1	0	18	2
9.99896	HARQ FD Txed	999	8	1	2	1	0	15	2
9.99904	DL DCI Rxed	999	9	0	2	1	0	17	2
9.99946	HARQ FD Txed	999	9	0	2	1	0	19	2
9.99954	DL DCI Rxed	999	9	1	2	1	0	16	2
9.99996	HARQ FD Txed	999	9	1	2	1	0	18	2
10	DL DCI Rxed	1000	0	0	2	1	0	15	2
10.0005	HARQ FD Txed	1000	0	0	2	1	0	17	2
10.0005	DL DCI Rxed	1000	0	1	2	1	0	19	2
10.001	HARQ FD Txed	1000	0	1	2	1	0	16	2
10.001	DL DCI Rxed	1000	1	0	2	1	0	18	2
10.0015	HARQ FD Txed	1000	1	0	2	1	0	15	2
10.0015	DL DCI Rxed	1000	1	1	2	1	0	17	2
10.002	HARQ FD Txed	1000	1	1	2	1	0	19	2
10.002	DL DCI Rxed	1000	2	0	2	1	0	16	2
10.0025	HARQ FD Txed	1000	2	0	2	1	0	18	2
10.0025	DL DCI Rxed	1000	2	1	2	1	0	15	2
10.003	HARQ FD Txed	1000	2	1	2	1	0	17	2
10.003	DL DCI Rxed	1000	3	0	2	1	0	19	2
10.0035	HARQ FD Txed	1000	3	0	2	1	0	16	2
10.0035	DL DCI Rxed	1000	3	1	2	1	0	18	2
10.004	HARQ FD Txed	1000	3	1	2	1	0	15	2
10.004	DL DCI Rxed	1000	4	0	2	1	0	17	2
10.0045	HARQ FD Txed	1000	4	0	2	1	0	19	2
10.0045	DL DCI Rxed	1000	4	1	2	1	0	16	2
10.005	HARQ FD Txed	1000	4	1	2	1	0	18	2
10.005	DL DCI Rxed	1000	5	0	2	1	0	15	2
10.0055	HARQ FD Txed	1000	5	0	2	1	0	17	2
10.0055	DL DCI Rxed	1000	5	1	2	1	0	19	2
10.006	HARQ FD Txed	1000	5	1	2	1	0	16	2
10.006	DL DCI Rxed	1000	6	0	2	1	0	18	2
10.0065	HARQ FD Txed	1000	6	0	2	1	0	15	2
10.0065	DL DCI Rxed	1000	6	1	2	1	0	17	2
10.007	HARQ FD Txed	1000	6	1	2	1	0	19	2
10.007	DL DCI Rxed	1000	7	0	2	1	0	16	2
10.0075	HARQ FD Txed	1000	7	0	2	1	0	18	2
10.0075	DL DCI Rxed	1000	7	1	2	1	0	15	2
10.008	HARQ FD Txed	1000	7	1	2	1	0	17	2
10.008	DL DCI Rxed	1000	8	0	2	1	0	19	2
10.0085	HARQ FD Txed	1000	8	0	2	1	0	16	2
10.0085	DL DCI Rxed	1000	8	1	2	1	0	18	2
10.009	HARQ FD Txed	1000	8	1	2	1	0	15	2
10.009	DL DCI Rxed	1000	9	0	2	1	0	17	2
10.0095	HARQ FD Txed	1000	9	0	2	1	0	19	2
10.0095	DL DCI Rxed	1000	9	1	2	1	0	16	2
10.01	HARQ FD Txed	1000	9	1	2	1	0	18	2
10.01	DL DCI Rxed	1001	0	0	2	1	0	15	2
10.0105	HARQ FD Txed	1001	0	0	2	1	0	17	2
10.0105	DL DCI Rxed	1001	0	1	2	1	0	19	2
10.011	HARQ FD Txed	1001	0	1	2	1	0	16	2
10.011	DL DCI Rxed	1001	1	0	2	1	0	18	2
10.0115	HARQ FD Txed	1001	1	0	2	1	0	15	2
10.0115	DL DCI Rxed	1001	1	1	2	1	0	17	2
10.012	HARQ FD Txed	1001	1	1	2	1	0	19	2
10.012	DL DCI Rxed	1001	2	0	2	1	0	16	2
10.0125	HARQ FD Txed	1001	2	0	2	1	0	18	2
10.0125	DL DCI Rxed	1001	2	1	2	1	0	15	2
10.013	HARQ FD Txed	1001	2	1	2	1	0	17	2
10.013	DL DCI Rxed	1001	3	0	2	1	0	19	2
10.0135	HARQ FD Txed	1001	3	0	2	1	0	16	2
10.0135	DL DCI Rxed	1001	3	1	2	1	0	18	2
10.014	HARQ FD Txed	1001	3	1	2	1	0	15	2
10.014	DL DCI Rxed	1001	4	0	2	1	0	17	2
10.0145	HARQ FD Txed	1001	4	0	2	1	0	19	2
10.0145	DL DCI Rxed	1001	4	1	2	1	0	16	2
10.015	HARQ FD Txed	1001	4	1	2	1	0	18	2
10.015	DL DCI Rxed	1001	5	0	2	1	0	15	2
10.0155	HARQ FD Txed	1001	5	0	2	1	0	17	2
10.0155	DL DCI Rxed	1001	5	1	2	1	0	19	2
10.016	HARQ FD Txed	1001	5	1	2	1	0	16	2
10.016	DL DCI Rxed	1001	6	0	2	1	0	18	2
10.0165	HARQ FD Txed	1001	6	0	2	1	0	15	2
10.0165	DL DCI Rxed	1001	6	1	2	1	0	17	2
10.017	HARQ FD Txed	1001	6	1	2	1	0	19	2
10.017	DL DCI Rxed	1001	7	0	2	1	0	16	2
10.0175	HARQ FD Txed	1001	7	0	2	1	0	18	2
10.0175	DL DCI Rxed	1001	7	1	2	1	0	15	2
10.018	HARQ FD Txed	1001	7	1	2	1	0	17	2
10.018	DL DCI Rxed	1001	8	0	2	1	0	19	2
10.0185	HARQ FD Txed	1001	8	0	2	1	0	16	2
10.0185	DL DCI Rxed	1001	8	1	2	1	0	18	2
10.019	HARQ FD Txed	1001	8	1	2	1	0	15	2
10.019	DL DCI Rxed	1001	9	0	2	1	0	17	2
10.0195	HARQ FD Txed	1001	9	0	2	1	0	19	2
10.0195	DL DCI Rxed	1001	9	1	2	1	0	16	2
10.02	HARQ FD Txed	1001	9	1	2	1	0	18	2
10.02	DL DCI Rxed	1002	0	0	2	1	0	15	2
10.0205	HARQ FD Txed	1002	0	0	2	1	0	17	2
10.0205	DL DCI Rxed	1002	0	1	2	1	0	19	2
10.021	HARQ FD Txed	1002	0	1	2	1	0	16	2
10.021	DL DCI Rxed	1002	1	0	2	1	0	18	2
10.0215	HARQ FD Txed	1002	1	0	2	1	0	15	2
10.0215	DL DCI Rxed	1002	1	1	2	1	0	17	2
10.022	HARQ FD Txed	1002	1	1	2	1	0	19	2
10.022	DL DCI Rxed	1002	2	0	2	1	0	16	2
10.0225	HARQ FD Txed	1002	2	0	2	1	0	18	2
10.0225	DL DCI Rxed	1002	2	1	2	1	0	15	2
10.023	HARQ FD Txed	1002	2	1	2	1	0	17	2
10.023	DL DCI Rxed	1002	3	0	2	1	0	19	2
10.0235	HARQ FD Txed	1002	3	0	2	1	0	16	2
10.0235	DL DCI Rxed	1002	3	1	2	1	0	18	2
10.024	HARQ FD Txed	1002	3	1	2	1	0	15	2
10.024	DL DCI Rxed	1002	4	0	2	1	0	17	2
10.0245	HARQ FD Txed	1002	4	0	2	1	0	19	2
10.0245	DL DCI Rxed	1002	4	1	2	1	0	16	2
10.025	HARQ FD Txed	1002	4	1	2	1	0	18	2
10.025	DL DCI Rxed	1002	5	0	2	1	0	15	2
10.0255	HARQ FD Txed	1002	5	0	2	1	0	17	2
10.0255	DL DCI Rxed	1002	5	1	2	1	0	19	2
10.026	HARQ FD Txed	1002	5	1	2	1	0	16	2
10.026	DL DCI Rxed	1002	6	0	2	1	0	18	2
10.0265	HARQ FD Txed	1002	6	0	2	1	0	15	2
10.0265	DL DCI Rxed	1002	6	1	2	1	0	17	2
10.027	HARQ FD Txed	1002	6	1	2	1	0	19	2
10.027	DL DCI Rxed	1002	7	0	2	1	0	16	2
10.0275	HARQ FD Txed	1002	7	0	2	1	0	18	2
10.0275	DL DCI Rxed	1002	7	1	2	1	0	15	2
10.028	HARQ FD Txed	1002	7	1	2	1	0	17	2
10.028	DL DCI Rxed	1002	8	0	2	1	0	19	2
10.0285	HARQ FD Txed	1002	8	0	2	1	0	16	2
10.0285	DL DCI Rxed	1002	8	1	2	1	0	18	2
10.029	HARQ FD Txed	1002	8	1	2	1	0	15	2
10.029	DL DCI Rxed	1002	9	0	2	1	0	17	2
10.0295	HARQ FD Txed	1002	9	0	2	1	0	19	2
10.0295	DL DCI Rxed	1002	9	1	2	1	0	16	2
10.03	HARQ FD Txed	1002	9	1	2	1	0	18	2
10.03	DL DCI Rxed	1003	0	0	2	1	0	15	2
10.0305	HARQ FD Txed	1003	0	0	2	1	0	17	2
10.0305	DL DCI Rxed	1003	0	1	2	1	0	19	2
10.031	HARQ FD Txed	1003	0	1	2	1	0	16	2
10.031	DL DCI Rxed	1003	1	0	2	1	0	18	2
10.0315	HARQ FD Txed	1003	1	0	2	1	0	15	2
10.0315	DL DCI Rxed	1003	1	1	2	1	0	17	2
10.032	HARQ FD Txed	1003	1	1	2	1	0	19	2
10.032	DL DCI Rxed	1003	2	0	2	1	0	16	2
10.0325	HARQ FD Txed	1003	2	0	2	1	0	18	2
10.0325	DL DCI Rxed	1003	2	1	2	1	0	15	2
10.033	HARQ FD Txed	1003	2	1	2	1	0	17	2
10.033	DL DCI Rxed	1003	3	0	2	1	0	19	2
10.0335	HARQ FD Txed	1003	3	0	2	1	0	16	2
10.0335	DL DCI Rxed	1003	3	1	2	1	0	18	2
10.034	HARQ FD Txed	1003	3	1	2	1	0	15	2
10.034	DL DCI Rxed	1003	4	0	2	1	0	17	2
10.0345	HARQ FD Txed	1003	4	0	2	1	0	19	2
10.0345	DL DCI Rxed	1003	4	1	2	1	0	16	2
10.035	HARQ FD Txed	1003	4	1	2	1	0	18	2
10.035	DL DCI Rxed	1003	5	0	2	1	0	15	2
10.0355	HARQ FD Txed	1003	5	0	2	1	0	17	2
10.0355	DL DCI Rxed	1003	5	1	2	1	0	19	2
10.036	HARQ FD Txed	1003	5	1	2	1	0	16	2
10.036	DL DCI Rxed	1003	6	0	2	1	0	18	2
10.0365	HARQ FD Txed	1003	6	0	2	1	0	15	2
10.0365	DL DCI Rxed	1003	6	1	2	1	0	17	2
10.037	HARQ FD Txed	1003	6	1	2	1	0	19	2
10.037	DL DCI Rxed	1003	7	0	2	1	0	16	2
10.0375	HARQ FD Txed	1003	7	0	2	1	0	18	2
10.0375	DL DCI Rxed	1003	7	1	2	1	0	15	2
10.038	HARQ FD Txed	1003	7	1	2	1	0	17	2
10.038	DL DCI Rxed	1003	8	0	2	1	0	19	2
10.0385	HARQ FD Txed	1003	8	0	2	1	0	16	2
10.0385	DL DCI Rxed	1003	8	1	2	1	0	18	2
10.039	HARQ FD Txed	1003	8	1	2	1	0	15	2
10.039	DL DCI Rxed	1003	9	0	2	1	0	17	2
10.0395	HARQ FD Txed	1003	9	0	2	1	0	19	2
10.0395	DL DCI Rxed	1003	9	1	2	1	0	16	2
10.04	HARQ FD Txed	1003	9	1	2	1	0	18	2
10.04	DL DCI Rxed	1004	0	0	2	1	0	15	2
10.0405	HARQ FD Txed	1004	0	0	2	1	0	17	2
10.0405	DL DCI Rxed	1004	0	1	2	1	0	19	2
10.041	HARQ FD Txed	1004	0	1	2	1	0	16	2
10.041	DL DCI Rxed	1004	1	0	2	1	0	18	2
10.0415	HARQ FD Txed	1004	1	0	2	1	0	15	2
10.0415	DL DCI Rxed	1004	1	1	2	1	0	17	2
10.042	HARQ FD Txed	1004	1	1	2	1	0	19	2
10.042	DL DCI Rxed	1004	2	0	2	1	0	16	2
10.0425	HARQ FD Txed	1004	2	0	2	1	0	18	2
10.0425	DL DCI Rxed	1004	2	1	2	1	0	15	2
10.043	HARQ FD Txed	1004	2	1	2	1	0	17	2
10.043	DL DCI Rxed	1004	3	0	2	1	0	19	2
10.0435	HARQ FD Txed	1004	3	0	2	1	0	16	2
10.0435	DL DCI Rxed	1004	3	1	2	1	0	18	2
10.044	HARQ FD Txed	1004	3	1	2	1	0	15	2
10.044	DL DCI Rxed	1004	4	0	2	1	0	17	2
10.0445	HARQ FD Txed	1004	4	0	2	1	0	19	2
10.0445	DL DCI Rxed	1004	4	1	2	1	0	16	2
10.045	HARQ FD Txed	1004	4	1	2	1	0	18	2
10.045	DL DCI Rxed	1004	5	0	2	1	0	15	2
10.0455	HARQ FD Txed	1004	5	0	2	1	0	17	2
10.0455	DL DCI Rxed	1004	5	1	2	1	0	19	2
10.046	HARQ FD Txed	1004	5	1	2	1	0	16	2
10.046	DL DCI Rxed	1004	6	0	2	1	0	18	2
10.0465	HARQ FD Txed	1004	6	0	2	1	0	15	2
10.0465	DL DCI Rxed	1004	6	1	2	1	0	17	2
10.047	HARQ FD Txed	1004	6	1	2	1	0	19	2
10.047	DL DCI Rxed	1004	7	0	2	1	0	16	2
10.0475	HARQ FD Txed	1004	7	0	2	1	0	18	2
10.0475	DL DCI Rxed	1004	7	1	2	1	0	15	2
10.048	HARQ FD Txed	1004	7	1	2	1	0	17	2
10.048	DL DCI Rxed	1004	8	0	2	1	0	19	2
10.0485	HARQ FD Txed	1004	8	0	2	1	0	16	2
10.0485	DL DCI Rxed	1004	8	1	2	1	0	18	2
10.049	HARQ FD Txed	1004	8	1	2	1	0	15	2
10.049	DL DCI Rxed	1004	9	0	2	1	0	17	2
10.0495	HARQ FD Txed	1004	9	0	2	1	0	19	2
10.0495	DL DCI Rxed	1004	9	1	2	1	0	16	2
10.05	HARQ FD Txed	1004	9	1	2	1	0	18	2
10.05	DL DCI Rxed	1005	0	0	2	1	0	15	2
10.0505	HARQ FD Txed	1005	0	0	2	1	0	17	2
10.0505	DL DCI Rxed	1005	0	1	2	1	0	19	2
10.051	HARQ FD Txed	1005	0	1	2	1	0	16	2
10.051	DL DCI Rxed	1005	1	0	2	1	0	18	2
10.0515	HARQ FD Txed	1005	1	0	2	1	0	15	2
10.0515	DL DCI Rxed	1005	1	1	2	1	0	17	2
10.052	HARQ FD Txed	1005	1	1	2	1	0	19	2
10.052	DL DCI Rxed	1005	2	0	2	1	0	16	2
10.0525	HARQ FD Txed	1005	2	0	2	1	0	18	2
10.0525	DL DCI Rxed	1005	2	1	2	1	0	15	2
10.053	HARQ FD Txed	1005	2	1	2	1	0	17	2
10.053	DL DCI Rxed	1005	3	0	2	1	0	19	2
10.0535	HARQ FD Txed	1005	3	0	2	1	0	16	2
10.0535	DL DCI Rxed	1005	3	1	2	1	0	18	2
10.054	HARQ FD Txed	1005	3	1	2	1	0	15	2
10.054	DL DCI Rxed	1005	4	0	2	1	0	17	2
10.0545	HARQ FD Txed	1005	4	0	2	1	0	19	2
10.0545	DL DCI Rxed	1005	4	1	2	1	0	16	2
10.055	HARQ FD Txed	1005	4	1	2	1	0	18	2
10.055	DL DCI Rxed	1005	5	0	2	1	0	15	2
10.0555	HARQ FD Txed	1005	5	0	2	1	0	17	2
10.0555	DL DCI Rxed	1005	5	1	2	1	0	19	2
10.056	HARQ FD Txed	1005	5	1	2	1	0	16	2
10.056	DL DCI Rxed	1005	6	0	2	1	0	18	2
10.0565	HARQ FD Txed	1005	6	0	2	1	0	15	2
10.0565	DL DCI Rxed	1005	6	1	2	1	0	17	2
10.057	HARQ FD Txed	1005	6	1	2	1	0	19	2
10.057	DL DCI Rxed	1005	7	0	2	1	0	16	2
10.0575	HARQ FD Txed	1005	7	0	2	1	0	18	2
10.0575	DL DCI Rxed	1005	7	1	2	1	0	15	2
10.058	HARQ FD Txed	1005	7	1	2	1	0	17	2
10.058	DL DCI Rxed	1005	8	0	2	1	0	19	2
10.0585	HARQ FD Txed	1005	8	0	2	1	0	16	2
10.0585	DL DCI Rxed	1005	8	1	2	1	0	18	2
10.059	HARQ FD Txed	1005	8	1	2	1	0	15	2
10.059	DL DCI Rxed	1005	9	0	2	1	0	17	2
10.0595	HARQ FD Txed	1005	9	0	2	1	0	19	2
10.0595	DL DCI Rxed	1005	9	1	2	1	0	16	2
10.06	HARQ FD Txed	1005	9	1	2	1	0	18	2
10.06	DL DCI Rxed	1006	0	0	2	1	0	15	2
10.0605	HARQ FD Txed	1006	0	0	2	1	0	17	2
10.0605	DL DCI Rxed	1006	0	1	2	1	0	19	2
10.061	HARQ FD Txed	1006	0	1	2	1	0	16	2
10.061	DL DCI Rxed	1006	1	0	2	1	0	18	2
10.0615	HARQ FD Txed	1006	1	0	2	1	0	15	2
10.0615	DL DCI Rxed	1006	1	1	2	1	0	17	2
10.062	HARQ FD Txed	1006	1	1	2	1	0	19	2
10.062	DL DCI Rxed	1006	2	0	2	1	0	16	2
10.0625	HARQ FD Txed	1006	2	0	2	1	0	18	2
10.0625	DL DCI Rxed	1006	2	1	2	1	0	15	2
10.063	HARQ FD Txed	1006	2	1	2	1	0	17	2
10.063	DL DCI Rxed	1006	3	0	2	1	0	19	2
10.0635	HARQ FD Txed	1006	3	0	2	1	0	16	2
10.0635	DL DCI Rxed	1006	3	1	2	1	0	18	2
10.064	HARQ FD Txed	1006	3	1	2	1	0	15	2
10.064	DL DCI Rxed	1006	4	0	2	1	0	17	2
10.0645	HARQ FD Txed	1006	4	0	2	1	0	19	2
10.0645	DL DCI Rxed	1006	4	1	2	1	0	16	2
10.065	HARQ FD Txed	1006	4	1	2	1	0	18	2
10.065	DL DCI Rxed	1006	5	0	2	1	0	15	2
10.0655	HARQ FD Txed	1006	5	0	2	1	0	17	2
10.0655	DL DCI Rxed	1006	5	1	2	1	0	19	2
10.066	HARQ FD Txed	1006	5	1	2	1	0	16	2
10.066	DL DCI Rxed	1006	6	0	2	1	0	18	2
10.0665	HARQ FD Txed	1006	6	0	2	1	0	15	2
10.0665	DL DCI Rxed	1006	6	1	2	1	0	17	2
10.067	HARQ FD Txed	1006	6	1	2	1	0	19	2
10.067	DL DCI Rxed	1006	7	0	2	1	0	16	2
10.0675	HARQ FD Txed	1006	7	0	2	1	0	18	2
10.0675	DL DCI Rxed	1006	7	1	2	1	0	15	2
10.068	HARQ FD Txed	1006	7	1	2	1	0	17	2
10.068	DL DCI Rxed	1006	8	0	2	1	0	19	2
10.0685	HARQ FD Txed	1006	8	0	2	1	0	16	2
10.0685	DL DCI Rxed	1006	8	1	2	1	0	18	2
10.069	HARQ FD Txed	1006	8	1	2	1	0	15	2
10.069	DL DCI Rxed	1006	9	0	2	1	0	17	2
10.0695	HARQ FD Txed	1006	9	0	2	1	0	19	2
10.0695	DL DCI Rxed	1006	9	1	2	1	0	16	2
10.07	HARQ FD Txed	1006	9	1	2	1	0	18	2
10.07	DL DCI Rxed	1007	0	0	2	1	0	15	2
10.0705	HARQ FD Txed	1007	0	0	2	1	0	17	2
10.0705	DL DCI Rxed	1007	0	1	2	1	0	19	2
10.071	HARQ FD Txed	1007	0	1	2	1	0	16	2
10.071	DL DCI Rxed	1007	1	0	2	1	0	18	2
10.0715	HARQ FD Txed	1007	1	0	2	1	0	15	2
10.0715	DL DCI Rxed	1007	1	1	2	1	0	17	2
10.072	HARQ FD Txed	1007	1	1	2	1	0	19	2
10.072	DL DCI Rxed	1007	2	0	2	1	0	16	2
10.0725	HARQ FD Txed	1007	2	0	2	1	0	18	2
10.0725	DL DCI Rxed	1007	2	1	2	1	0	15	2
10.073	HARQ FD Txed	1007	2	1	2	1	0	17	2
10.073	DL DCI Rxed	1007	3	0	2	1	0	19	2
10.0735	HARQ FD Txed	1007	3	0	2	1	0	16	2
10.0735	DL DCI Rxed	1007	3	1	2	1	0	18	2
10.074	HARQ FD Txed	1007	3	1	2	1	0	15	2
10.074	DL DCI Rxed	1007	4	0	2	1	0	17	2
10.0745	HARQ FD Txed	1007	4	0	2	1	0	19	2
10.0745	DL DCI Rxed	1007	4	1	2	1	0	16	2
10.075	HARQ FD Txed	1007	4	1	2	1	0	18	2
10.075	DL DCI Rxed	1007	5	0	2	1	0	15	2
10.0755	HARQ FD Txed	1007	5	0	2	1	0	17	2
10.0755	DL DCI Rxed	1007	5	1	2	1	0	19	2
10.076	HARQ FD Txed	1007	5	1	2	1	0	16	2
10.076	DL DCI Rxed	1007	6	0	2	1	0	18	2
10.0765	HARQ FD Txed	1007	6	0	2	1	0	15	2
10.0765	DL DCI Rxed	1007	6	1	2	1	0	17	2
10.077	HARQ FD Txed	1007	6	1	2	1	0	19	2
10.077	DL DCI Rxed	1007	7	0	2	1	0	16	2
10.0775	HARQ FD Txed	1007	7	0	2	1	0	18	2
10.0775	DL DCI Rxed	1007	7	1	2	1	0	15	2
10.078	HARQ FD Txed	1007	7	1	2	1	0	17	2
10.078	DL DCI Rxed	1007	8	0	2	1	0	19	2
10.0785	HARQ FD Txed	1007	8	0	2	1	0	16	2
10.0785	DL DCI Rxed	1007	8	1	2	1	0	18	2
10.079	HARQ FD Txed	1007	8	1	2	1	0	15	2
10.079	DL DCI Rxed	1007	9	0	2	1	0	17	2
10.0795	HARQ FD Txed	1007	9	0	2	1	0	19	2
10.0795	DL DCI Rxed	1007	9	1	2	1	0	16	2
10.08	HARQ FD Txed	1007	9	1	2	1	0	18	2
10.08	DL DCI Rxed	1008	0	0	2	1	0	15	2
10.0805	HARQ FD Txed	1008	0	0	2	1	0	17	2
10.0805	DL DCI Rxed	1008	0	1	2	1	0	19	2
10.081	HARQ FD Txed	1008	0	1	2	1	0	16	2
10.081	DL DCI Rxed	1008	1	0	2	1	0	18	2
10.0815	HARQ FD Txed	1008	1	0	2	1	0	15	2
10.0815	DL DCI Rxed	1008	1	1	2	1	0	17	2
10.082	HARQ FD Txed	1008	1	1	2	1	0	19	2
10.082	DL DCI Rxed	1008	2	0	2	1	0	16	2
10.0825	HARQ FD Txed	1008	2	0	2	1	0	18	2
10.0825	DL DCI Rxed	1008	2	1	2	1	0	15	2
10.083	HARQ FD Txed	1008	2	1	2	1	0	17	2
10.083	DL DCI Rxed	1008	3	0	2	1	0	19	2
10.0835	HARQ FD Txed	1008	3	0	2	1	0	16	2
10.0835	DL DCI Rxed	1008	3	1	2	1	0	18	2
10.084	HARQ FD Txed	1008	3	1	2	1	0	15	2
10.084	DL DCI Rxed	1008	4	0	2	1	0	17	2
10.0845	HARQ FD Txed	1008	4	0	2	1	0	19	2
10.0845	DL DCI Rxed	1008	4	1	2	1	0	16	2
10.085	HARQ FD Txed	1008	4	1	2	1	0	18	2
10.085	DL DCI Rxed	1008	5	0	2	1	0	15	2
10.0855	HARQ FD Txed	1008	5	0	2	1	0	17	2
10.0855	DL DCI Rxed	1008	5	1	2	1	0	19	2
10.086	HARQ FD Txed	1008	5	1	2	1	0	16	2
10.086	DL DCI Rxed	1008	6	0	2	1	0	18	2
10.0865	HARQ FD Txed	1008	6	0	2	1	0	15	2
10.0865	DL DCI Rxed	1008	6	1	2	1	0	17	2
10.087	HARQ FD Txed	1008	6	1	2	1	0	19	2
10.087	DL DCI Rxed	1008	7	0	2	1	0	16	2
10.0875	HARQ FD Txed	1008	7	0	2	1	0	18	2
10.0875	DL DCI Rxed	1008	7	1	2	1	0	15	2
10.088	HARQ FD Txed	1008	7	1	2	1	0	17	2
10.088	DL DCI Rxed	1008	8	0	2	1	0	19	2
10.0885	HARQ FD Txed	1008	8	0	2	1	0	16	2
10.0885	DL DCI Rxed	1008	8	1	2	1	0	18	2
10.089	HARQ FD Txed	1008	8	1	2	1	0	15	2
10.089	DL DCI Rxed	1008	9	0	2	1	0	17	2
10.0895	HARQ FD Txed	1008	9	0	2	1	0	19	2
10.0895	DL DCI Rxed	1008	9	1	2	1	0	16	2
10.09	HARQ FD Txed	1008	9	1	2	1	0	18	2
10.09	DL DCI Rxed	1009	0	0	2	1	0	15	2
10.0905	HARQ FD Txed	1009	0	0	2	1	0	17	2
10.0905	DL DCI Rxed	1009	0	1	2	1	0	19	2
10.091	HARQ FD Txed	1009	0	1	2	1	0	16	2
10.091	DL DCI Rxed	1009	1	0	2	1	0	18	2
10.0915	HARQ FD Txed	1009	1	0	2	1	0	15	2
10.0915	DL DCI Rxed	1009	1	1	2	1	0	17	2
